"","ind","content","file_loc","PC","inkArea","perimeter","condition"
"33",33,98412,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (33).BMP",24.116088347064,16995.3019607843,2269.4614379085,2
"34",34,1551,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (34).BMP",21.0314691816322,12917.2549019608,1847.67189542484,2
"35",35,452,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (35).BMP",14.3174148666099,8832.66666666667,1260.61699346405,2
"36",36,8108,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (36).BMP",21.5656062037602,13152.8666666667,1887.97385620915,2
"37",37,9642,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (37).BMP",14.8827138935176,9994.4862745098,1367.1816993464,2
"38",38,215,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (38).BMP",20.0184909269986,13140.337254902,1818.12549019608,2
"39",39,8452,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (39).BMP",23.6087575283571,16472.2431372549,2210.63921568627,2
"40",40,1486,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (40).BMP",22.3297658656059,12801.5215686274,1895.29934640523,2
"41",41,8452,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (41).BMP",14.381862018593,10224.5764705882,1359.36209150327,2
"42",42,215,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (42).BMP",21.3247580059335,13584.5764705882,1907.96339869281,2
"43",43,4189,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (43).BMP",18.0197657044921,12604.7490196078,1689.45490196078,2
"44",44,664,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (44).BMP",15.8746299576782,10235.6078431373,1428.9385620915,2
"45",45,4652,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (45).BMP",19.1597472432466,13362.4,1793.66797385621,2
"46",46,81219,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (46).BMP",19.8929624672803,12700.1607843137,1781.80130718954,2
"47",47,1086,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (47).BMP",19.1597472432466,13362.4,1793.66797385621,2
"48",48,814,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (48).BMP",15.8746299576782,10235.6078431373,1428.9385620915,2
"49",49,9501,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (49).BMP",18.8320890590729,12637.3960784314,1729.35032679739,2
"50",50,12089,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (50).BMP",14.3174148666099,8832.66666666667,1260.61699346405,2
"51",51,6602,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (51).BMP",19.3678517321054,12930.2509803922,1773.98169934641,2
"52",52,1486,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (52).BMP",25.112421063775,16480.8980392157,2280.55032679738,2
"53",53,20455,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (53).BMP",21.5656062037602,13152.8666666667,1887.97385620915,2
"54",54,6924,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (54).BMP",14.8827138935176,9994.4862745098,1367.1816993464,2
"55",55,8510,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (55).BMP",21.0314691816322,12917.2549019608,1847.67189542484,2
"56",56,452,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (56).BMP",25.237379973369,16924.9490196078,2316.81176470588,2
"57",57,8904,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (57).BMP",20.7152332890977,13120.2196078431,1848.07843137255,2
"58",58,98412,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (58).BMP",19.8929624672803,12700.1607843137,1781.80130718954,2
"59",59,8108,"/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (59).BMP",25.6021959047244,17064.0156862745,2343.06405228758,2
