ind,file_loc,PC,inkArea,perimeter
24,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (24).BMP,14.8827138935176,9994.4862745098,1367.1816993464
25,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (25).BMP,28.5944771396856,17628.4980392157,2516.82875816994
26,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (26).BMP,24.116088347064,16995.3019607843,2269.4614379085
27,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (27).BMP,25.8598787898953,17113.0274509804,2358.20522875817
28,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (28).BMP,32.5619315549338,20786.6392156863,2916.4339869281
29,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (29).BMP,21.0314691816322,12917.2549019608,1847.67189542484
30,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (30).BMP,26.623464163959,16914.5529411765,2378.8522875817
31,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (31).BMP,14.6718966489101,9656.25490196078,1334.29673202614
32,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (32).BMP,21.5656062037602,13152.8666666667,1887.97385620915
33,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (33).BMP,24.903031081776,16951.5960784314,2303.22483660131
34,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (34).BMP,20.0184909269986,13140.337254902,1818.12549019608
35,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (35).BMP,25.604522232804,17007.831372549,2339.30980392157
36,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (36).BMP,33.2075481183592,22257.4784313726,3047.62352941177
37,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (37).BMP,19.6730771849593,13131.8705882353,1801.7908496732
38,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (38).BMP,18.8320890590729,12637.3960784314,1729.35032679739
39,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (39).BMP,26.7466889597548,17354.7294117647,2415.17647058824
40,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (40).BMP,21.9302254823886,13159.3960784314,1904.33986928105
41,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (41).BMP,33.8582518370075,22525.2470588235,3095.79346405229
42,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (42).BMP,18.9707409071311,13077.5725490196,1765.67450980392
43,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (43).BMP,25.6904865215065,17291.9647058824,2362.72549019608
44,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (44).BMP,21.112975318085,13741.9450980392,1909.43006535948
45,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (45).BMP,30.9073797912687,20333.9333333333,2810.2614379085
46,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (46).BMP,26.3667949549314,16401.7764705882,2331.19738562092
47,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (47).BMP,20.2143685428337,13365.768627451,1842.60392156863
48,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (48).BMP,20.1940645851246,12961.4,1813.60522875817
49,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (49).BMP,25.8598787898953,17113.0274509804,2358.20522875817
50,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (50).BMP,20.900885268735,14177.0901960784,1929.66013071895
51,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (51).BMP,18.8320890590729,12637.3960784314,1729.35032679739
52,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (52).BMP,31.1508118112958,20715.4078431373,2847.64836601307
53,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (53).BMP,22.3297658656059,12801.5215686274,1895.29934640523
54,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (54).BMP,20.900885268735,14177.0901960784,1929.66013071895
55,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (55).BMP,33.1506993701845,21176.5803921569,2970.15555555556
56,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (56).BMP,26.987953173626,17736.2039215686,2452.56339869281
57,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (57).BMP,14.3174148666099,8832.66666666667,1260.61699346405
58,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (58).BMP,19.8929624672803,12700.1607843137,1781.80130718954
59,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (59).BMP,26.2966501084713,16523.9490196078,2336.74901960784
60,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Symbol_ (60).BMP,20.7458791060053,12790.0509803922,1826.02614379085
61,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (1).BMP,39.4948711986279,4704.21568627451,1527.98431372549
62,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (2).BMP,53.9952183457004,6410.05098039216,2085.51503267974
63,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (3).BMP,48.1876081152288,6438.98823529412,1974.61045751634
64,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (4).BMP,39.8842251907091,5004.70980392157,1583.78039215686
65,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (5).BMP,25.8097991936762,3460.18823529412,1059.36862745098
66,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (6).BMP,61.2491308361648,7262.5137254902,2364.27712418301
67,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (7).BMP,27.8749317295589,3513.25490196078,1109.34509803922
68,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (8).BMP,55.3834674508797,6740.25882352941,2165.87450980392
69,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (9).BMP,45.0095267625734,5902.01176470588,1827.07843137255
70,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (10).BMP,49.7815974519608,6431.98823529412,2005.91241830065
71,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (11).BMP,41.4122734800382,5509.43529411765,1693.25751633987
72,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (12).BMP,48.62948425871,6535.79607843137,1998.49934640523
73,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (13).BMP,38.3953159248964,4904.87058823529,1538.35947712418
74,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (14).BMP,60.6499985111974,7682.67843137255,2419.78431372549
75,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (15).BMP,49.8576331048341,6565.00784313725,2028.0954248366
76,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (16).BMP,50.3771931541811,6455.29803921569,2021.52941176471
77,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (17).BMP,38.8153844342856,5226.53725490196,1596.66535947712
78,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (18).BMP,49.3156533382592,6092.96470588235,1943.17385620915
79,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (19).BMP,44.6473868271186,5312.87450980392,1726.5045751634
80,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (20).BMP,45.9243236163504,5385.90980392157,1763.01437908497
81,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (21).BMP,47.9390062011849,6184.41568627451,1930.18431372549
82,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (22).BMP,52.3169525729349,6802.92941176471,2114.82352941176
83,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (23).BMP,44.9337268574885,5631.98823529412,1783.29019607843
84,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (24).BMP,33.9250004314772,3865.83137254902,1283.76732026144
85,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (25).BMP,64.5857979851304,7581.60392156863,2480.58431372549
86,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (26).BMP,45.0146887446479,5360.75294117647,1741.38562091503
87,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (27).BMP,39.2456759518555,5026.80392156863,1574.51503267974
88,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (28).BMP,39.0908464567819,4959.52549019608,1560.85490196078
89,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (29).BMP,40.3660008024384,5395.12156862745,1654.29673202614
90,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (30).BMP,53.9267612028524,7097.01960784314,2193.03267973856
91,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (31).BMP,37.8179096593539,5095.17647058824,1556.08496732026
92,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (32).BMP,47.4643359388262,5827.62745098039,1864.38039215686
93,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (33).BMP,42.4322400930136,5207.57647058824,1666.36732026144
94,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (34).BMP,28.403265389971,3537.89019607843,1123.72810457516
95,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (35).BMP,38.4641817657929,4574.37647058823,1486.95947712418
96,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (36).BMP,39.3286563368944,4881.36078431373,1553.2091503268
97,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (37).BMP,58.693041494305,7093.49803921569,2287.32810457516
98,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (38).BMP,41.8036506848564,5404.10588235294,1684.89934640523
99,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (39).BMP,47.2062724047016,6249.20392156863,1925.38300653595
100,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (40).BMP,33.7789988971413,4715.19607843137,1414.74509803922
101,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (41).BMP,39.1624954206341,4690.96862745098,1519.39738562091
102,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (42).BMP,30.6538289068594,3890.30980392157,1224.16339869281
103,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (43).BMP,49.6738636466638,5970.07450980392,1930.45098039216
104,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (44).BMP,36.5785410836574,4630.58039215686,1458.93464052288
105,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (45).BMP,55.0133870087365,6896.87450980392,2183.56078431372
106,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (46).BMP,49.8356095711394,6311.69411764706,1988.14379084967
107,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (47).BMP,48.7710745435804,5908.16862745098,1902.88496732026
108,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (48).BMP,43.3924594168314,5821.4862745098,1781.67712418301
109,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (49).BMP,50.5425145092262,6470.37254901961,2027.20653594771
110,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (50).BMP,49.4670573963868,5877.8862745098,1911.49673202614
111,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (51).BMP,44.2163169986055,5501.98039215686,1748.46013071895
112,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (52).BMP,46.8015203542703,5626.30196078431,1819.05751633987
113,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (53).BMP,43.848066209615,5557.0431372549,1749.85490196078
114,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (54).BMP,42.821628115495,5538.54901960784,1726.37254901961
115,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (55).BMP,41.084828510553,5155.34117647059,1631.4522875817
116,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (56).BMP,38.3524817777199,4977.36862745098,1548.82222222222
117,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (57).BMP,42.7137464500189,5011.2431372549,1640.06666666667
118,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (58).BMP,35.6052335233994,4477.86274509804,1415.45882352941
119,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (59).BMP,43.4042275608558,5472.13725490196,1727.62483660131
120,/Users/alex/Documents/GitHub/Visual-Similarity/Data/1_Maurer_ZRH_del//1_Word_ (60).BMP,59.1859491108892,7289.85490196078,2328.4862745098
