,file_loc,PC,inkArea,perimeter
0,KSL58.png,32.0374873005676,2711.9568627451,1044.90196078431
1,KSH1.png,14.4232694129952,2070.42745098039,612.585620915033
2,KSH60.png,18.3730507462576,2478.50588235294,756.467973856209
3,KSH48.png,24.4569539029329,2650.67843137255,902.577777777778
4,KSH49.png,22.1328748653902,2234.63529411765,788.364705882353
5,KSL59.png,20.8171803178944,2280.10196078431,772.312418300654
6,KSH2.png,18.0017877060975,3161.21568627451,845.648366013072
7,CSH59.png,13.8407534791305,2405.85098039216,646.873202614379
8,CSL49.png,13.0950330973071,1865.98431372549,554.130718954248
9,CSL48.png,10.4857519041981,1601.7137254902,459.406535947712
10,CSL60.png,15.2856994407659,2445.25098039216,685.345098039216
11,CSH58.png,14.7165728621839,2181.17254901961,635.116339869281
12,KSH3.png,14.8000970551582,2111,626.586928104575
13,CSH48.png,20.0420639387038,2471.53725490196,788.96862745098
14,KSH7.png,14.5523971108099,2073.06666666667,615.713725490196
15,CSH60.png,23.0077902551873,2831.81960784314,904.847058823529
16,CSL58.png,17.5156869058798,2527.33333333333,745.847058823529
17,CSL59.png,12.2729620857472,2323.68235294118,598.643137254902
18,KSH6.png,20.1905394873146,2357.51764705882,773.403921568627
19,CSH49.png,17.0027719281793,2656.07450980392,753.329411764706
20,KSL49.png,28.635271383067,2517.4862745098,951.785620915033
21,KSH4.png,15.0566152707054,2283.07450980392,657.247058823529
22,KSH59.png,16.3623030139794,2259.47843137255,681.602614379085
23,CSL8.png,12.6955171137039,2272.74901960784,602.151633986928
24,CSL9.png,16.0595053639601,2498.19215686274,710.041830065359
25,KSH58.png,20.6915310740417,2630.56078431372,827.037908496732
26,KSH5.png,18.1319294508604,2411.41568627451,741.247058823529
27,KSL60.png,16.8342217516398,1946.09019607843,641.627450980392
28,KSL48.png,28.9459500522181,2074.83921568628,868.742483660131
29,KSL13.png,23.0684017130547,2316.92941176471,819.539869281046
30,CSH11.png,21.1857764879149,3079.85882352941,905.508496732026
31,CSH39.png,7.330984797839,1260.39607843137,340.752941176471
32,KSH17.png,17.3904400249075,2115.87843137255,679.99477124183
33,CSL15.png,12.2590043610972,1917.41568627451,543.488888888889
34,CSL29.png,13.4914464520117,2360.10196078431,632.556862745098
35,CSH6.png,10.7365925288877,1942.29411764706,511.912418300654
36,CSH7.png,16.4513044345921,2230.84705882353,679.109803921569
37,CSL28.png,14.7455270105355,2513.45490196078,682.449673202614
38,CSL14.png,18.7001115966986,2858.99607843137,819.660130718954
39,KSH16.png,23.8482039957008,2523.94901960784,869.707189542484
40,CSH38.png,16.0961228232069,2928.05882352941,769.583006535948
41,CSH10.png,11.6952196757466,2205.50980392157,569.329411764706
42,KSL12.png,20.5800217095184,2153.1137254902,746.21045751634
43,KSL10.png,15.8639945375486,2177.99607843137,658.930718954248
44,KSL38.png,24.3536416179742,2160.47058823529,813.132026143791
45,CSH12.png,11.254365206231,1757.62352941177,498.572549019608
46,KSL9.png,23.9021294479398,2176.78431372549,808.59477124183
47,KSH14.png,25.8840304196135,2685.51764705882,934.619607843137
48,KSH28.png,25.0207193234104,2216.53333333333,834.818300653595
49,CSL16.png,19.368284311992,2918.61176470588,842.827450980392
50,CSH5.png,19.5291875586702,3114.05490196078,874.198692810457
51,CSH4.png,15.9438061616519,2555.03921568627,715.483660130719
52,CSL17.png,18.9841182172497,2480.16862745098,769.202614379085
53,KSH29.png,20.0155361666906,2454.43529411765,785.713725490196
54,KSH15.png,23.4564056974926,2148.22352941176,795.747712418301
55,KSL8.png,18.8590352441979,2454.33725490196,762.661437908497
56,CSH13.png,9.34382071581593,1694.4431372549,446.047058823529
57,KSL39.png,14.5479858292069,2414.16078431372,664.338562091503
58,KSL11.png,18.0616021752548,2307.01176470588,723.61568627451
59,KSL29.png,16.4300000809006,2399.26666666667,703.822222222222
60,KSL15.png,23.2360115772071,2346.72156862745,827.783006535948
61,CSH17.png,16.7128729897614,2599.86666666667,738.934640522876
62,KSH39.png,16.851593549582,2140.34901960784,673.23660130719
63,KSH11.png,21.4239202441434,2433.70588235294,809.447058823529
64,CSL13.png,15.8578062245796,2658.42352941176,727.844444444444
65,CSL12.png,14.2254469920085,2318.07450980392,643.726797385621
66,CSH1.png,8.66802648702243,1592.29019607843,416.462745098039
67,KSH10.png,15.6885635749627,2073.40784313725,639.350326797386
68,KSH38.png,16.9754692263434,2419.38039215686,718.402614379085
69,CSH16.png,13.9414272203975,1894.26274509804,576.074509803922
70,KSL14.png,19.8631338872877,2525.02745098039,793.892810457516
71,KSL28.png,16.9628119883892,2444.83921568628,721.903267973856
72,KSL16.png,25.6725954509027,2447.30588235294,888.554248366013
73,CSH28.png,18.1736664106622,2700.42745098039,785.312418300654
74,CSH14.png,13.5941872361978,2179.8,610.224836601307
75,KSH12.png,15.2139165354706,2369.27058823529,673.027450980392
76,CSH3.png,15.3711295431951,2603.82745098039,709.192156862745
77,CSL38.png,18.0786187108236,2592.37647058823,767.42614379085
78,CSL10.png,12.096336366471,2155.73333333333,572.439215686275
79,CSL11.png,13.5816057072312,2303.50196078431,627.01045751634
80,CSL39.png,9.16725505006908,1697.4862745098,442.209150326797
81,CSH2.png,12.6282034962446,2203.6862745098,591.358169934641
82,KSH13.png,16.7110300009636,2070.70980392157,659.42614379085
83,CSH15.png,18.0367911402187,2536.16470588235,758.181699346405
84,CSH29.png,12.1717909260637,2081.57647058824,564.258823529412
85,KSL17.png,19.1730734667371,2549.70588235294,783.783006535948
86,KSL26.png,19.9711150171159,2325.27843137255,763.912418300654
87,KSL32.png,22.1421518891688,2561.88235294118,844.295424836601
88,CSH24.png,13.7854551664361,2496.13725490196,657.581699346405
89,CSH30.png,21.5849367480424,3215.78431372549,933.950326797386
90,KSL3.png,15.5794344759408,2354.14117647059,678.886274509804
91,CSH18.png,13.4021862369349,1856.72156862745,559.198692810457
92,KSH36.png,15.7957082481619,2733.87843137255,736.654901960784
93,KSH22.png,16.5450488184862,1940.19215686274,635.128104575163
94,CSL34.png,11.4121120870862,1957.05490196078,529.772549019608
95,CSL20.png,14.3717611431676,1967.14117647059,596.043137254902
96,CSL21.png,19.1984462227395,2805.92941176471,822.766013071895
97,CSL35.png,13.429405038204,2245.04705882353,615.525490196078
98,KSH23.png,18.0285639670656,2313.87058823529,724.027450980392
99,KSH37.png,17.5557825510047,2288.13333333333,710.486274509804
100,CSH19.png,22.0482197760632,3037.1137254902,917.322875816993
101,CSH31.png,18.4277387746125,2614.10196078431,778.040522875817
