,Unnamed: 0,ord,file_loc,character,num_of_obj,sum_of_stroke,vertices,disconnected_strokes,perimetric_complexity
87,87,234,KSH45.png,즐,2,9,6.0,1.0,23.88279390123
88,88,190,CSH44.png,好,1,6,8.0,0.0,17.7567574679331
89,89,201,CSH45.png,关,1,6,4.0,1.0,10.8829411381622
90,90,218,KSH46.png,슬,2,8,5.0,1.0,22.1413362842692
91,91,184,CSH46.png,老,0,6,7.0,0.0,20.1549032164209
92,92,209,KSH47.png,반,3,8,6.0,0.0,14.5481426934337
93,93,3,KSH48.png,空,3,10,9.0,0.0,24.4569539029329
94,94,169,CSH47.png,论,4,11,6.0,1.0,12.7884091983287
95,95,13,CSH48.png,院,5,15,10.0,2.0,20.0420639387038
96,96,19,CSH49.png,运,4,11,6.0,2.0,17.0027719281793
97,97,189,CSH50.png,因,1,6,5.0,1.0,9.85594894093637
98,98,4,KSH49.png,잘,3,10,7.0,0.0,22.1328748653902
99,99,227,KSH50.png,섹,3,7,3.0,0.0,13.0338639605284
100,100,202,CSH51.png,次,4,6,3.0,2.0,10.5587859976631
101,101,183,CSH52.png,到,3,8,7.0,1.0,14.5405400317577
102,102,235,KSH51.png,통,1,7,4.0,0.0,19.2346949597114
103,103,170,CSH53.png,相,1,9,9.0,0.0,17.5356963129783
104,104,217,KSH52.png,空,1,10,10.0,0.0,27.8007101264301
105,105,210,KSH53.png,空,2,11,10.0,0.0,24.3856314101466
106,106,181,KSH54.png,출,3,11,7.0,1.0,33.9707386989016
107,107,172,KSH55.png,벚,1,9,7.0,0.0,18.8019072936852
108,108,192,KSH56.png,월,4,10,6.0,0.0,23.7143263861199
109,109,220,CSH54.png,金,1,8,4.0,2.0,10.2627296089001
110,110,207,CSH55.png,变,4,8,4.0,3.0,15.7907528055781
111,111,199,KSH57.png,空,2,10,8.0,1.0,14.1341894305585
