content,obj_num,disconnected_stroke,stroke_sum,junc_sum,file_loc,PC
嘴,3,0,18,21,5_Chinese_1.BMP,15.6565568246146
镇,2,2,15,16,5_Chinese_2.BMP,8.67118685716789
鞋,2,0,15,16,5_Chinese_3.BMP,17.5824021397003
墙,2,0,14,14,5_Chinese_4.BMP,12.4035987156816
歌,5,0,14,14,5_Chinese_5.BMP,14.8633564976112
路,2,0,13,15,5_Chinese_6.BMP,17.5742939619521
腿,3,1,16,15,5_Chinese_7.BMP,11.0379676240795
粮,4,2,13,11,5_Chinese_8.BMP,11.6573594115329
腰,2,0,15,19,5_Chinese_9.BMP,19.7973543528619
碗,2,0,13,17,5_Chinese_10.BMP,22.9322014395339
煤,4,1,13,9,5_Chinese_11.BMP,16.4202547558236
牌,1,0,12,16,5_Chinese_12.BMP,22.9957300279419
街,5,2,12,6,5_Chinese_13.BMP,14.4316776281629
湖,4,2,13,15,5_Chinese_14.BMP,14.0803847712783
铺,1,0,15,16,5_Chinese_15.BMP,24.1926473262079
锁,6,4,15,8,5_Chinese_16.BMP,10.1353512907145
脸,2,3,13,8,5_Chinese_17.BMP,10.1095483116853
眼,2,0,11,17,5_Chinese_18.BMP,18.2639898393654
船,2,2,13,13,5_Chinese_19.BMP,9.38605612295505
脚,3,0,11,15,5_Chinese_20.BMP,17.1757876212475
馆,3,0,17,14,5_Chinese_21.BMP,12.2743858136197
球,3,2,12,8,5_Chinese_22.BMP,10.3026779779464
族,2,1,11,9,5_Chinese_23.BMP,15.4096521367654
理,2,0,12,14,5_Chinese_24.BMP,17.7879139158633
钱,2,1,13,9,5_Chinese_25.BMP,13.8569918087842
班,3,1,11,6,5_Chinese_26.BMP,15.3324193450592
酒,4,3,10,12,5_Chinese_27.BMP,15.455613639971
海,3,4,11,9,5_Chinese_28.BMP,6.49660409054936
烟,2,1,13,9,5_Chinese_29.BMP,10.2712296095725
铁,1,0,10,8,5_Chinese_30.BMP,21.3017583002708
课,3,1,15,12,5_Chinese_31.BMP,18.2420501946228
娘,2,0,10,14,5_Chinese_32.BMP,17.3012057310299
核,4,1,10,7,5_Chinese_33.BMP,14.1613331225083
桥,1,0,10,8,5_Chinese_34.BMP,21.134589778517
信,4,0,9,6,5_Chinese_35.BMP,14.058204509757
树,4,1,9,6,5_Chinese_36.BMP,10.6253250674695
院,4,0,15,11,5_Chinese_37.BMP,17.7389241693196
城,2,1,10,9,5_Chinese_38.BMP,14.7371206400724
洞,4,4,10,7,5_Chinese_39.BMP,14.4610854172251
话,3,1,13,9,5_Chinese_40.BMP,8.72261408569921
法,3,3,9,4,5_Chinese_41.BMP,7.79103784455383
河,4,3,9,6,5_Chinese_42.BMP,12.236559522736
线,4,2,11,7,5_Chinese_43.BMP,12.8899193174051
油,3,3,9,9,5_Chinese_44.BMP,7.21858286110471
姐,2,0,8,12,5_Chinese_45.BMP,16.9839716937961
林,2,0,8,3,5_Chinese_46.BMP,14.2405739486678
姓,2,0,8,8,5_Chinese_47.BMP,16.7985720969874
矿,3,1,8,6,5_Chinese_48.BMP,12.8585245370222
诗,3,2,13,7,5_Chinese_49.BMP,7.42630093059725
村,3,1,7,4,5_Chinese_50.BMP,8.17351081146779
报,2,0,8,10,5_Chinese_51.BMP,17.4344649543808
饭,3,0,13,8,5_Chinese_52.BMP,15.1622101058262
纸,3,1,10,9,5_Chinese_53.BMP,12.9895310429713
妈,3,1,6,9,5_Chinese_54.BMP,12.547646927568
戏,1,1,6,7,5_Chinese_55.BMP,11.9982262637042
江,3,3,7,2,5_Chinese_56.BMP,10.659671976494
灯,2,1,6,4,5_Chinese_57.BMP,7.39304595469906
师,2,2,6,5,5_Chinese_58.BMP,14.2753481971334
冰,4,2,6,4,5_Chinese_59.BMP,9.83826786699463
队,2,0,10,6,5_Chinese_60.BMP,13.5211348554224
까,3,0,6,3,5_Korean_1.BMP,8.38324495987806
앞,3,1,7,5,5_Korean_10.BMP,13.2064389427196
않,5,1,8,2,5_Korean_11.BMP,11.394068802717
꿴,4,0,11,5,5_Korean_12.BMP,13.5379428374995
꽹,5,1,10,5,5_Korean_13.BMP,13.7885197483727
뎁,4,0,10,7,5_Korean_14.BMP,13.0257106115499
뗑,5,1,10,5,5_Korean_15.BMP,15.1405144969549
