ind,content,num_of_obj,sum_of_obj,sum_of_stroke,sum_of_junc,file_loc,PC,inkArea,perimeter
14,105,3,"[3, 1, 2]",6,4,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (14).BMP,18.9707409071311,13077.5725490196,1765.67450980392
15,6602,4,"[4, 4, 1, 4]",13,12,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (15).BMP,25.0644987363532,17822.3607843137,2369.28366013072
16,12089,5,"[3, 4, 1, 5, 5]",18,16,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (16).BMP,21.8640356278622,13414.1058823529,1919.77777777778
17,8541,4,"[5, 2, 4, 3]",14,13,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (17).BMP,14.5508137908677,9214.14117647059,1298.00392156863
18,11518,5,"[3, 3, 2, 3, 5]",16,15,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (18).BMP,20.6000361123275,12680.0431372549,1811.75424836601
19,2199,4,"[4, 3, 5, 5]",17,15,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (19).BMP,25.112421063775,16480.8980392157,2280.55032679738
20,20455,5,"[4, 1, 4, 2, 2]",13,10,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (20).BMP,17.0916192793177,10274.3450980392,1485.50326797386
21,1984,4,"[3, 5, 5, 4]",17,16,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (21).BMP,20.7152332890977,13120.2196078431,1848.07843137255
22,4456,4,"[4, 4, 2, 4]",14,13,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (22).BMP,25.237379973369,16924.9490196078,2316.81176470588
23,8542,4,"[5, 2, 4, 4]",15,14,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (23).BMP,20.1940645851246,12961.4,1813.60522875817
24,98101,5,"[5, 5, 3, 1, 3]",17,15,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (24).BMP,27.5961202154834,16403.462745098,2385.04575163399
25,4189,4,"[4, 3, 5, 5]",17,16,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (25).BMP,18.4663948404106,12554.5137254902,1706.8522875817
26,1994,4,"[3, 5, 5, 4]",17,15,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (26).BMP,25.6021959047244,17064.0156862745,2343.06405228758
27,80448,5,"[5, 1, 4, 4, 5]",19,18,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (27).BMP,18.8320890590729,12637.3960784314,1729.35032679739
28,9501,4,"[5, 2, 1, 3]",11,8,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (28).BMP,18.894030813238,12515.2235294118,1723.79869281046
29,664,3,"[4, 4, 4]",12,12,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (29).BMP,19.1597472432466,13362.4,1793.66797385621
30,1086,4,"[3, 1, 5, 4]",13,12,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (30).BMP,26.2966501084713,16523.9490196078,2336.74901960784
31,814,3,"[5, 3, 4]",12,12,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (31).BMP,18.8320890590729,12637.3960784314,1729.35032679739
32,4086,4,"[4, 1, 5, 4]",14,13,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (32).BMP,17.9984940175666,12139.0470588235,1656.97254901961
33,98412,5,"[5, 5, 4, 3, 4]",21,20,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (33).BMP,24.116088347064,16995.3019607843,2269.4614379085
34,1551,4,"[3, 2, 2, 3]",10,8,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (34).BMP,21.0314691816322,12917.2549019608,1847.67189542484
35,452,3,"[4, 2, 4]",10,9,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (35).BMP,14.3174148666099,8832.66666666667,1260.61699346405
36,8108,4,"[5, 3, 1, 5]",14,13,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (36).BMP,21.5656062037602,13152.8666666667,1887.97385620915
37,9642,4,"[5, 4, 4, 4]",17,16,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (37).BMP,14.8827138935176,9994.4862745098,1367.1816993464
38,215,3,"[4, 3, 2]",9,8,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (38).BMP,20.0184909269986,13140.337254902,1818.12549019608
39,8452,4,"[5, 4, 2, 4]",15,14,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (39).BMP,23.6087575283571,16472.2431372549,2210.63921568627
40,1486,4,"[3, 4, 5, 4]",16,16,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (40).BMP,22.3297658656059,12801.5215686274,1895.29934640523
41,8452,4,"[5, 4, 2, 4]",15,14,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (41).BMP,14.381862018593,10224.5764705882,1359.36209150327
42,215,3,"[4, 3, 2]",9,8,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (42).BMP,21.3247580059335,13584.5764705882,1907.96339869281
43,4189,4,"[4, 3, 5, 5]",17,16,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (43).BMP,18.0197657044921,12604.7490196078,1689.45490196078
44,664,3,"[4, 4, 4]",12,12,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (44).BMP,15.8746299576782,10235.6078431373,1428.9385620915
45,4652,4,"[4, 4, 2, 4]",14,13,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (45).BMP,19.1597472432466,13362.4,1793.66797385621
46,81219,5,"[5, 3, 4, 3, 5]",20,19,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (46).BMP,19.8929624672803,12700.1607843137,1781.80130718954
47,1086,4,"[3, 1, 5, 4]",13,12,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (47).BMP,19.1597472432466,13362.4,1793.66797385621
48,814,3,"[5, 3, 4]",12,12,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (48).BMP,15.8746299576782,10235.6078431373,1428.9385620915
49,9501,4,"[5, 2, 1, 3]",11,8,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (49).BMP,18.8320890590729,12637.3960784314,1729.35032679739
50,12089,5,"[3, 4, 1, 5, 5]",18,16,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (50).BMP,14.3174148666099,8832.66666666667,1260.61699346405
51,6602,4,"[4, 4, 1, 4]",13,12,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (51).BMP,19.3678517321054,12930.2509803922,1773.98169934641
52,1486,4,"[3, 4, 5, 4]",16,16,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (52).BMP,25.112421063775,16480.8980392157,2280.55032679738
53,20455,5,"[4, 1, 4, 2, 2]",13,10,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (53).BMP,21.5656062037602,13152.8666666667,1887.97385620915
54,6924,4,"[4, 5, 4, 4]",17,16,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (54).BMP,14.8827138935176,9994.4862745098,1367.1816993464
55,8510,4,"[5, 2, 3, 1]",11,9,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (55).BMP,21.0314691816322,12917.2549019608,1847.67189542484
56,452,3,"[4, 2, 4]",10,9,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (56).BMP,25.237379973369,16924.9490196078,2316.81176470588
57,8904,4,"[5, 5, 1, 4]",15,13,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (57).BMP,20.7152332890977,13120.2196078431,1848.07843137255
58,98412,5,"[5, 5, 4, 3, 4]",21,20,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (58).BMP,19.8929624672803,12700.1607843137,1781.80130718954
59,8108,4,"[5, 3, 1, 5]",14,13,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Symbol_ (59).BMP,25.6021959047244,17064.0156862745,2343.06405228758
60,wood,4,"[4, 1, 1, 1]",7,4,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 1.BMP,40.9941844359501,4864.36470588235,1582.99346405229
61,car,3,"[1, 2, 2]",5,3,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 2.BMP,26.1964007261487,3147.2431372549,1017.86666666667
62,bird,4,"[2, 2, 2, 1]",7,7,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 3.BMP,35.2824146977392,4773.30196078431,1454.76732026144
63,chair,5,"[1, 2, 2, 2, 2]",9,6,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 4.BMP,41.8930448225745,5329.0862745098,1674.95163398693
64,drum,4,"[1, 2, 2, 3]",8,6,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 5.BMP,37.0561957293438,5002.79215686275,1526.30588235294
65,bread,5,"[2, 2, 2, 2, 1]",9,9,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 6.BMP,50.3842762635916,6409.36078431373,2014.46535947712
66,snow,4,"[1, 2, 1, 4]",8,3,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 7.BMP,40.2827209568691,4617.29411764706,1528.82614379085
67,foam,4,"[2, 1, 2, 3]",8,5,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 8.BMP,38.777685860171,4980.87058823529,1557.93202614379
68,eagle,5,"[2, 2, 2, 1, 2]",9,10,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 9.BMP,49.2829343952036,6199.02745098039,1959.36339869281
69,moon,4,"[3, 1, 1, 2]",7,3,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 10.BMP,37.8879395509982,4713.63529411765,1498.07450980392
70,fish,4,"[2, 2, 1, 2]",7,4,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 11.BMP,34.8065017856354,4507.67843137255,1404.14379084967
71,fish,4,"[2, 2, 1, 2]",7,4,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 12.BMP,34.8065017856354,4507.67843137255,1404.14379084967
72,toast,5,"[2, 1, 2, 1, 2]",8,4,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 13.BMP,45.9164204151348,5331.80392156863,1753.98562091503
73,doll,4,"[1, 1, 1, 1]",4,6,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 14.BMP,31.409859471522,4298.50588235294,1302.5568627451
74,brush,5,"[2, 2, 2, 1, 2]",9,5,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 15.BMP,47.2357186178323,5942.47843137255,1878.12287581699
75,sand,4,"[1, 2, 2, 1]",6,5,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 16.BMP,39.6884900715451,4968.56470588235,1574.17385620915
76,ring,4,"[2, 2, 2, 2]",8,6,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 17.BMP,32.9457747747195,4474.37647058823,1361.04052287582
77,star,4,"[1, 2, 2, 2]",7,4,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 18.BMP,35.7083097448874,4281.4,1386.0614379085
78,mask,4,"[3, 2, 1, 3]",9,7,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 19.BMP,41.2994551711388,5207.2862745098,1643.92810457516
79,dog,3,"[1, 1, 2]",4,4,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 20.BMP,31.1571936063798,4028.78431372549,1255.9464052287601
80,book,4,"[2, 1, 1, 3]",7,5,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 21.BMP,40.0999979891636,4872.87450980392,1567.00261437908
81,camel,5,"[1, 2, 3, 2, 1]",9,8,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 22.BMP,46.5702515213056,5884.66666666667,1855.75294117647
82,duck,4,"[1, 2, 1, 3]",7,6,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 23.BMP,38.1818925447857,4820.58823529412,1520.84052287582
83,table,5,"[2, 2, 2, 1, 2]",9,9,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 24.BMP,46.4915962176657,5849.15294117647,1848.58169934641
84,ball,4,"[2, 2, 1, 1]",6,8,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 25.BMP,33.153528600199,4511.71764705882,1371.01045751634
85,moon,4,"[3, 1, 1, 2]",7,3,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 26.BMP,37.8879395509982,4713.63529411765,1498.07450980392
86,ear,3,"[2, 2, 2]",6,5,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 27.BMP,28.3097977229257,3455.49803921569,1108.7372549019599
87,radio,5,"[2, 2, 1, 2, 1]",8,7,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 28.BMP,43.0591059915242,5563.55294117647,1735.05620915033
88,door,4,"[1, 1, 1, 2]",5,3,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 29.BMP,36.2078136512728,4489.9568627451,1429.31241830065
89,eagle,5,"[2, 2, 2, 1, 2]",9,10,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 30.BMP,49.2829343952036,6199.02745098039,1959.36339869281
90,camp,4,"[1, 2, 3, 2]",8,6,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 31.BMP,41.3452552453676,5284.25098039216,1656.95032679739
91,hand,4,"[2, 2, 2, 1]",7,6,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 32.BMP,39.0997319837209,5141.13725490196,1589.3568627451
92,sea,3,"[1, 2, 2]",5,4,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 33.BMP,31.5133801203609,3645.14509803922,1201.4614379085
93,bird,4,"[2, 2, 2, 1]",7,7,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 34.BMP,35.2824146977392,4773.30196078431,1454.76732026144
94,tooth,5,"[2, 1, 1, 2, 2]",8,3,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 35.BMP,44.4298005338392,5302.03529411765,1720.53464052288
95,car,3,"[1, 2, 2]",5,3,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 36.BMP,26.1964007261487,3147.2431372549,1017.86666666667
96,lake,4,"[1, 2, 3, 2]",8,9,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 37.BMP,37.0438371835976,4722.74117647059,1482.72287581699
97,snow,4,"[1, 2, 1, 4]",8,3,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 38.BMP,40.2827209568691,4617.29411764706,1528.82614379085
98,mouse,5,"[3, 1, 2, 1, 2]",9,5,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 39.BMP,49.8832894406292,6028.3568627451,1943.93594771242
99,palm,4,"[2, 2, 1, 3]",8,8,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 40.BMP,38.2449325514712,5216.65098039216,1583.38954248366
100,cat,3,"[1, 2, 2]",5,3,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 41.BMP,27.1472249389775,3162.52941176471,1038.68758169935
101,hook,4,"[2, 1, 1, 3]",7,4,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 42.BMP,38.3365461347484,4698.43921568627,1504.4862745098
102,shirt,5,"[1, 2, 2, 2, 2]",9,5,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 43.BMP,41.3290323742928,5225.75294117647,1647.43006535948
103,foam,4,"[2, 1, 2, 3]",8,5,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 44.BMP,38.777685860171,4980.87058823529,1557.93202614379
104,chair,5,"[1, 2, 2, 2, 2]",9,6,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 45.BMP,41.8930448225745,5329.0862745098,1674.95163398693
105,wood,4,"[4, 1, 1, 1]",7,4,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 46.BMP,40.9941844359501,4864.36470588235,1582.99346405229
106,foot,4,"[2, 1, 1, 2]",6,2,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 47.BMP,35.3178070196369,4224.69019607843,1369.30196078431
107,sun,3,"[1, 2, 2]",5,2,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 48.BMP,27.5547058934708,3329.37647058823,1073.70326797386
108,mast,4,"[3, 2, 1, 2]",8,5,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 49.BMP,39.2496080464563,4851.46666666667,1546.88888888889
109,bread,5,"[2, 2, 2, 2, 1]",9,9,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 50.BMP,50.3842762635916,6409.36078431373,2014.46535947712
110,drum,4,"[1, 2, 2, 3]",8,6,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 51.BMP,37.0561957293438,5002.79215686275,1526.30588235294
111,hand,4,"[2, 2, 2, 1]",7,6,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 52.BMP,39.0997319837209,5141.13725490196,1589.3568627451
112,mask,4,"[3, 2, 1, 3]",9,7,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 53.BMP,41.2994551711388,5207.2862745098,1643.92810457516
113,camel,5,"[1, 2, 3, 2, 1]",9,8,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 54.BMP,46.5702515213056,5884.66666666667,1855.75294117647
114,door,4,"[1, 1, 1, 2]",5,3,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 55.BMP,36.2078136512728,4489.9568627451,1429.31241830065
115,sea,3,"[1, 2, 2]",5,4,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 56.BMP,31.5133801203609,3645.14509803922,1201.4614379085
116,book,4,"[2, 1, 1, 3]",7,5,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 57.BMP,40.0999979891636,4872.87450980392,1567.00261437908
117,mast,4,"[3, 2, 1, 2]",8,5,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 58.BMP,39.2496080464563,4851.46666666667,1546.88888888889
118,brush,5,"[2, 2, 2, 1, 2]",9,5,/Users/alex/Documents/GitHub/Visual-Similarity/Data/3_Maurer_Japanese_del//3_Word_ 59.BMP,47.2357186178323,5942.47843137255,1878.12287581699
