,obj_num,disconnected_stroke,stroke_sum,junc_sum,PC
0,0.25,0.0,0.5263157894736842,0.5714285714285714,0.12461444028577544
1,0.25,0.0,0.631578947368421,0.6666666666666666,0.08545547609431198
2,0.75,0.0,1.0,1.0,0.31862896166331933
3,0.25,0.0,0.2631578947368421,0.2857142857142857,0.15166083754105825
4,0.25,0.0,0.5263157894736842,0.5714285714285714,0.12461444028577544
5,0.75,0.5,0.6842105263157895,0.6190476190476191,0.35648359661465984
6,0.5,0.25,0.6842105263157895,0.6666666666666666,0.23983278465695226
7,0.0,0.0,0.3684210526315789,0.47619047619047616,0.0
8,0.25,0.0,0.5789473684210527,0.6666666666666666,0.10553609283638082
9,0.5,0.25,0.631578947368421,0.6190476190476191,0.2267475364109381
10,0.25,0.0,0.3157894736842105,0.3333333333333333,0.12168042448110619
11,0.25,0.25,0.3157894736842105,0.2857142857142857,0.12708618242511252
12,0.5,0.0,0.7894736842105263,0.8571428571428571,0.2286848152739914
13,0.25,0.25,0.47368421052631576,0.5238095238095238,0.13263766522217685
14,0.5,0.25,0.42105263157894735,0.38095238095238093,0.24683875807910619
15,0.25,0.25,0.3157894736842105,0.3333333333333333,0.14284531785984902
16,0.5,0.0,0.7894736842105263,0.8095238095238095,0.23736132168769183
17,0.25,0.0,0.631578947368421,0.6190476190476191,0.06967687101563277
18,0.0,0.0,0.42105263157894735,0.47619047619047616,0.004417863912671268
19,0.25,0.0,0.631578947368421,0.6666666666666666,0.10295595882900262
20,0.75,0.25,0.7894736842105263,0.7619047619047619,0.3602200383953261
21,0.5,0.0,0.8421052631578947,0.8571428571428571,0.20880825546725174
22,0.25,0.0,0.47368421052631576,0.5238095238095238,0.08662793325658791
23,0.25,0.0,0.5263157894736842,0.6190476190476191,0.15244967720552152
24,0.5,0.0,0.631578947368421,0.6666666666666666,0.23862734218666828
25,0.5,0.0,0.5263157894736842,0.5238095238095238,0.20226509945374593
26,0.0,0.0,0.21052631578947367,0.2857142857142857,0.06289219846341572
27,0.5,0.25,0.7368421052631579,0.7619047619047619,0.2690745391712232
28,0.25,0.0,0.631578947368421,0.6666666666666666,0.10295595882900262
29,0.75,0.0,0.9473684210526315,0.9523809523809523,0.32948491122368817
30,0.75,0.25,0.6842105263157895,0.6666666666666666,0.37594207982752764
31,0.5,0.0,0.5789473684210527,0.6190476190476191,0.25134440252597956
32,0.25,0.25,0.42105263157894735,0.47619047619047616,0.15443747313202408
33,0.5,0.25,0.42105263157894735,0.42857142857142855,0.25825064082537863
34,0.0,0.0,0.3684210526315789,0.47619047619047616,0.010700195721918583
35,0.5,0.25,0.47368421052631576,0.47619047619047616,0.27024168340001936
36,0.5,0.25,0.7368421052631579,0.7619047619047619,0.18547303120185823
37,0.5,0.0,0.6842105263157895,0.6666666666666666,0.2184801622036113
38,0.75,0.25,0.7894736842105263,0.8095238095238095,0.34533917471036124
39,0.25,0.25,0.3157894736842105,0.2857142857142857,0.12708618242511252
40,0.5,0.0,0.7368421052631579,0.8095238095238095,0.23293359757846122
41,0.0,0.25,0.3157894736842105,0.3333333333333333,0.006709766459735969
42,0.25,0.25,0.42105263157894735,0.47619047619047616,0.13719653182789956
43,0.5,0.5,0.5789473684210527,0.5238095238095238,0.2003685836131577
44,0.25,0.25,0.47368421052631576,0.5238095238095238,0.10791214342858553
45,0.5,0.25,0.6842105263157895,0.7142857142857143,0.21364667583676086
46,0.75,0.0,0.8947368421052632,0.9047619047619048,0.35755965141585566
47,0.25,0.0,0.631578947368421,0.7142857142857143,0.101374020295633
48,0.25,0.0,0.631578947368421,0.6666666666666666,0.08545547609431198
49,0.5,0.25,0.631578947368421,0.6666666666666666,0.23526604354077096
50,0.25,0.5,0.2631578947368421,0.2857142857142857,0.1440981846870078
51,0.75,0.25,0.631578947368421,0.5714285714285714,0.36987641973687013
52,0.25,0.25,0.5263157894736842,0.5238095238095238,0.08807993118942163
53,0.5,0.25,0.6842105263157895,0.6666666666666666,0.21527384070071603
54,0.25,0.0,0.47368421052631576,0.5238095238095238,0.128628961681877
55,0.75,0.0,0.9473684210526315,1.0,0.31402118748489805
