,obj_num,disconnected_stroke,stroke_sum,junc_sum,PC
0,0.4,0.2,0.08333333333333333,0.07692307692307693,0.06550012538096558
1,0.4,0.2,0.5,0.3076923076923077,0.17730282998797045
2,0.0,0.0,0.25,0.5384615384615384,0.5278156159039861
3,0.6,0.4,0.25,0.07692307692307693,0.16102084237050965
4,0.8,0.4,0.3333333333333333,0.15384615384615385,0.09045909487611321
5,0.4,0.2,0.5,0.5384615384615384,0.24743700895609982
6,1.0,0.8,0.4166666666666667,0.15384615384615385,0.411514786570747
7,0.6,0.4,0.3333333333333333,0.23076923076923078,0.2602615518367637
8,0.2,0.0,0.3333333333333333,0.46153846153846156,0.3626187893841208
9,0.6,0.4,0.4166666666666667,0.3076923076923077,0.2403458754477108
10,0.2,0.0,0.4166666666666667,0.46153846153846156,0.5596680568433786
11,0.2,0.0,0.16666666666666666,0.23076923076923078,0.21176052983738178
12,0.2,0.0,0.5,0.6153846153846154,0.345328118393082
13,0.8,0.8,0.4166666666666667,0.3076923076923077,0.15667506309550075
14,1.0,0.8,0.5833333333333334,0.3076923076923077,0.43827846825024025
15,0.8,0.4,0.5,0.3076923076923077,0.21308582956507616
16,0.4,0.2,0.5,0.5384615384615384,0.25450106814070417
17,0.2,0.0,0.25,0.46153846153846156,0.23770302301533086
18,0.0,0.0,0.25,0.38461538461538464,0.4132923113800233
19,0.6,0.4,0.3333333333333333,0.3076923076923077,0.18614435378139582
20,0.2,0.0,0.5,0.6923076923076923,0.41656997281231245
21,0.4,0.2,0.25,0.3076923076923077,0.19490393810725037
22,0.2,0.0,0.4166666666666667,0.46153846153846156,0.3130644540527604
23,0.0,0.0,0.5,0.8461538461538461,0.5425577198248162
24,0.8,0.6,0.75,0.6153846153846154,0.4259535751141312
25,0.6,0.2,0.5,0.46153846153846156,0.21548870747084373
26,0.2,0.2,0.0,0.07692307692307693,0.2158827567529259
27,0.2,0.2,0.08333333333333333,0.3076923076923077,0.16360441729812503
28,0.2,0.0,0.16666666666666666,0.38461538461538464,0.2638391119936644
29,0.2,0.0,0.08333333333333333,0.3076923076923077,0.2783190211413
30,0.2,0.0,0.25,0.3076923076923077,0.2717823061266576
31,0.0,0.0,0.25,0.38461538461538464,0.33984048199618194
32,0.6,0.6,0.16666666666666666,0.07692307692307693,0.01611943922317996
33,0.2,0.0,0.3333333333333333,0.3076923076923077,0.3342150020684112
34,0.4,0.2,0.3333333333333333,0.3076923076923077,0.21311642949343965
35,0.6,0.4,0.16666666666666666,0.07692307692307693,0.1717230492230059
36,0.4,0.2,0.16666666666666666,0.15384615384615385,0.10070542089128048
37,0.0,0.0,0.4166666666666667,0.6923076923076923,0.4235791059140196
38,0.2,0.0,0.3333333333333333,0.46153846153846156,0.40117236053747557
