,Unnamed: 0,0,1,2,3
0,Data/7_Maurer_inprep_followup/c33.png,師,10,number of obj: 2,number of contain: 0
1,Data/7_Maurer_inprep_followup/c27.png,保,9,number of obj: 4,number of contain: 0
2,Data/7_Maurer_inprep_followup/c8.png,回,6,number of obj: 3,number of contain: 0
3,Data/7_Maurer_inprep_followup/k12.png,들,9,number of obj: 3,number of contain: 0
4,Data/7_Maurer_inprep_followup/k13.png,센,7,number of obj: 4,number of contain: 0
5,Data/7_Maurer_inprep_followup/c9.png,吃,6,number of obj: 1,number of contain: 1
6,Data/7_Maurer_inprep_followup/c26.png,洗,10,number of obj: 4,number of contain: 0
7,Data/7_Maurer_inprep_followup/c32.png,活,10,number of obj: 4,number of contain: 0
8,Data/7_Maurer_inprep_followup/c24.png,爸,8,number of obj: 1,number of contain: 0
9,Data/7_Maurer_inprep_followup/c30.png,音,9,number of obj: 2,number of contain: 0
10,Data/7_Maurer_inprep_followup/c18.png,些,7,number of obj: 4,number of contain: 0
11,Data/7_Maurer_inprep_followup/k39.png,묾,15,number of obj: 2,number of contain: 0
12,Data/7_Maurer_inprep_followup/k11.png,생,6,number of obj: 3,number of contain: 0
13,Data/7_Maurer_inprep_followup/k10.png,포,6,number of obj: 1,number of contain: 0
14,Data/7_Maurer_inprep_followup/k38.png,빨,15,number of obj: 4,number of contain: 0
15,Data/7_Maurer_inprep_followup/c19.png,兒,8,number of obj: 1,number of contain: 0
16,Data/7_Maurer_inprep_followup/c31.png,風,9,number of obj: 1,number of contain: 1
17,Data/7_Maurer_inprep_followup/c25.png,雨,8,number of obj: 1,number of contain: 4
18,Data/7_Maurer_inprep_followup/c21.png,放,8,number of obj: 1,number of contain: 0
19,Data/7_Maurer_inprep_followup/c35.png,氣,10,number of obj: 2,number of contain: 2
20,Data/7_Maurer_inprep_followup/k14.png,받,9,number of obj: 3,number of contain: 0
21,Data/7_Maurer_inprep_followup/k28.png,넒,13,number of obj: 4,number of contain: 0
22,Data/7_Maurer_inprep_followup/k29.png,옮,12,number of obj: 3,number of contain: 0
23,Data/7_Maurer_inprep_followup/k15.png,집,8,number of obj: 3,number of contain: 0
24,Data/7_Maurer_inprep_followup/c34.png,哪,10,number of obj: 3,number of contain: 0
25,Data/7_Maurer_inprep_followup/c20.png,具,8,number of obj: 1,number of contain: 0
26,Data/7_Maurer_inprep_followup/c36.png,時,10,number of obj: 2,number of contain: 1
27,Data/7_Maurer_inprep_followup/c22.png,明,8,number of obj: 2,number of contain: 0
28,Data/7_Maurer_inprep_followup/k17.png,앞,7,number of obj: 3,number of contain: 0
29,Data/7_Maurer_inprep_followup/k16.png,살,9,number of obj: 3,number of contain: 0
30,Data/7_Maurer_inprep_followup/c23.png,果,8,number of obj: 1,number of contain: 0
31,Data/7_Maurer_inprep_followup/c37.png,個,10,number of obj: 2,number of contain: 1
32,Data/7_Maurer_inprep_followup/k1.png,수,4,number of obj: 2,number of contain: 0
33,Data/7_Maurer_inprep_followup/k3.png,다,5,number of obj: 2,number of contain: 0
34,Data/7_Maurer_inprep_followup/k2.png,서,4,number of obj: 2,number of contain: 0
35,Data/7_Maurer_inprep_followup/k6.png,보,6,number of obj: 1,number of contain: 0
