,Unnamed: 0,0,1,2,3
0,Data/8_Maurer_inprep_repsup_crop/KSL58.png,훌,10,number of obj: 3,number of contain: 0
1,Data/8_Maurer_inprep_repsup_crop/KSH1.png,희,5,number of obj: 2,number of contain: 0
2,Data/8_Maurer_inprep_repsup_crop/KSH60.png,량,9,number of obj: 1,number of contain: 0
3,Data/8_Maurer_inprep_repsup_crop/KSH48.png,空,100,number of obj: 3,number of contain: 0
4,Data/8_Maurer_inprep_repsup_crop/KSH49.png,잘,10,number of obj: 3,number of contain: 0
5,Data/8_Maurer_inprep_repsup_crop/KSL59.png,줍,9,number of obj: 3,number of contain: 0
6,Data/8_Maurer_inprep_repsup_crop/KSH2.png,대,6,number of obj: 0,number of contain: 0
7,Data/8_Maurer_inprep_repsup_crop/CSH59.png,还,11,number of obj: 3,number of contain: 1
8,Data/8_Maurer_inprep_repsup_crop/CSL49.png,泛,9,number of obj: 6,number of contain: 0
9,Data/8_Maurer_inprep_repsup_crop/CSL48.png,峡,9,number of obj: 3,number of contain: 0
10,Data/8_Maurer_inprep_repsup_crop/CSL60.png,妥,7,number of obj: 5,number of contain: 0
11,Data/8_Maurer_inprep_repsup_crop/CSH58.png,学,8,number of obj: 3,number of contain: 0
12,Data/8_Maurer_inprep_repsup_crop/KSH3.png,었,7,number of obj: 4,number of contain: 0
13,Data/8_Maurer_inprep_repsup_crop/CSH48.png,院,15,number of obj: 5,number of contain: 0
14,Data/8_Maurer_inprep_repsup_crop/KSH7.png,체,7,number of obj: 4,number of contain: 0
15,Data/8_Maurer_inprep_repsup_crop/CSH60.png,身,7,number of obj: 0,number of contain: 0
16,Data/8_Maurer_inprep_repsup_crop/CSL58.png,宠,8,number of obj: 4,number of contain: 0
17,Data/8_Maurer_inprep_repsup_crop/CSL59.png,返,11,number of obj: 3,number of contain: 0
18,Data/8_Maurer_inprep_repsup_crop/KSH6.png,훈,7,number of obj: 4,number of contain: 0
19,Data/8_Maurer_inprep_repsup_crop/CSH49.png,运,11,number of obj: 4,number of contain: 0
20,Data/8_Maurer_inprep_repsup_crop/KSL49.png,둘,10,number of obj: 2,number of contain: 0
21,Data/8_Maurer_inprep_repsup_crop/KSH4.png,웨,6,number of obj: 4,number of contain: 0
22,Data/8_Maurer_inprep_repsup_crop/KSH59.png,핸,8,number of obj: 4,number of contain: 0
23,Data/8_Maurer_inprep_repsup_crop/CSL8.png,吨,7,number of obj: 1,number of contain: 0
24,Data/8_Maurer_inprep_repsup_crop/CSL9.png,坑,7,number of obj: 4,number of contain: 0
25,Data/8_Maurer_inprep_repsup_crop/KSH58.png,합,9,number of obj: 4,number of contain: 0
26,Data/8_Maurer_inprep_repsup_crop/KSH5.png,튀,7,number of obj: 1,number of contain: 0
27,Data/8_Maurer_inprep_repsup_crop/KSL60.png,첫,8,number of obj: 4,number of contain: 0
28,Data/8_Maurer_inprep_repsup_crop/KSL48.png,空,none,number of obj: 6,number of contain: 0
29,Data/8_Maurer_inprep_repsup_crop/KSL13.png,달,10,number of obj: 1,number of contain: 0
30,Data/8_Maurer_inprep_repsup_crop/CSH11.png,两,7,number of obj: 0,number of contain: 0
