study.ID,obj_num,disc_strk,strk_sum,junc_sum,PC
1,0.005555555555555536,0.12777777777777777,0.04083333333333333,0.048888888888888926,0.0012330394572116488
2,-0.12638888888888894,0.05833333333333335,-0.09833333333333333,0.04388888888888892,-0.06498836053062512
3,0.0423728813559322,-0.04237288135593226,0.10056497175141244,-0.15466101694915257,0.07632625215190486
4,0,0.2857142857142857,0.07678571428571429,0.13015873015873014,-0.09167252718582586
5,0.11333333333333334,0.08749999999999997,0.15161616161616165,-0.013345864661654105,0.03024804461594577
6,0.28750000000000003,0.18124999999999997,0.08840909090909088,-0.06511904761904763,0.08263261784157594
7,-0.018333333333333368,-0.08833333333333335,-0.027500000000000024,-0.017424242424242453,-0.01977102182333257
