File,EEG1Bc_word_lon,EEG1Bc_word_con,EEG1Bc_word_ron,EEG2Bc_word_lon,EEG2Bc_word_con,EEG2Bc_word_ron,EEG3Bc_word_lon,EEG3Bc_word_con,EEG3Bc_word_ron,EEG4Bc_word_lon,EEG4Bc_word_con,EEG4Bc_word_ron,EEG5Bc_word_lon,EEG5Bc_word_con,EEG5Bc_word_ron,EEG6Bc_word_lon,EEG6Bc_word_con,EEG6Bc_word_ron,EEG7Bc_word_lon,EEG7Bc_word_con,EEG7Bc_word_ron,EEG8Bc_word_lon,EEG8Bc_word_con,EEG8Bc_word_ron,EEG9Bc_word_lon,EEG9Bc_word_con,EEG9Bc_word_ron,EEG10Bc_word_lon,EEG10Bc_word_con,EEG10Bc_word_ron,EEG11Bc_word_lon,EEG11Bc_word_con,EEG11Bc_word_ron,EEG12Bc_word_lon,EEG12Bc_word_con,EEG12Bc_word_ron,EEG13Bc_word_lon,EEG13Bc_word_con,EEG13Bc_word_ron,EEG14Bc_word_lon,EEG14Bc_word_con,EEG14Bc_word_ron,EEG15Bc_word_lon,EEG15Bc_word_con,EEG15Bc_word_ron,EEG16Bc_word_lon,EEG16Bc_word_con,EEG16Bc_word_ron,EEG17Bc_word_lon,EEG17Bc_word_con,EEG17Bc_word_ron,EEG18Bc_word_lon,EEG18Bc_word_con,EEG18Bc_word_ron,EEG19Bc_word_lon,EEG19Bc_word_con,EEG19Bc_word_ron,EEG20Bc_word_lon,EEG20Bc_word_con,EEG20Bc_word_ron,EEG21Bc_word_lon,EEG21Bc_word_con,EEG21Bc_word_ron,EEG22Bc_word_lon,EEG22Bc_word_con,EEG22Bc_word_ron,EEG23Bc_word_lon,EEG23Bc_word_con,EEG23Bc_word_ron,EEG24Bc_word_lon,EEG24Bc_word_con,EEG24Bc_word_ron,EEG25Bc_word_lon,EEG25Bc_word_con,EEG25Bc_word_ron,EEG26Bc_word_lon,EEG26Bc_word_con,EEG26Bc_word_ron,EEG27Bc_word_lon,EEG27Bc_word_con,EEG27Bc_word_ron,EEG28Bc_word_lon,EEG28Bc_word_con,EEG28Bc_word_ron,EEG29Bc_word_lon,EEG29Bc_word_con,EEG29Bc_word_ron,EEG30Bc_word_lon,EEG30Bc_word_con,EEG30Bc_word_ron,EEG31Bc_word_lon,EEG31Bc_word_con,EEG31Bc_word_ron,EEG32Bc_word_lon,EEG32Bc_word_con,EEG32Bc_word_ron,EEG33Bc_word_lon,EEG33Bc_word_con,EEG33Bc_word_ron,EEG34Bc_word_lon,EEG34Bc_word_con,EEG34Bc_word_ron,EEG35Bc_word_lon,EEG35Bc_word_con,EEG35Bc_word_ron,EEG36Bc_word_lon,EEG36Bc_word_con,EEG36Bc_word_ron,EEG37Bc_word_lon,EEG37Bc_word_con,EEG37Bc_word_ron,EEG38Bc_word_lon,EEG38Bc_word_con,EEG38Bc_word_ron,EEG39Bc_word_lon,EEG39Bc_word_con,EEG39Bc_word_ron,EEG40Bc_word_lon,EEG40Bc_word_con,EEG40Bc_word_ron,EEG41Bc_word_lon,EEG41Bc_word_con,EEG41Bc_word_ron,EEG42Bc_word_lon,EEG42Bc_word_con,EEG42Bc_word_ron,EEG43Bc_word_lon,EEG43Bc_word_con,EEG43Bc_word_ron,EEG44Bc_word_lon,EEG44Bc_word_con,EEG44Bc_word_ron,EEG45Bc_word_lon,EEG45Bc_word_con,EEG45Bc_word_ron,EEG46Bc_word_lon,EEG46Bc_word_con,EEG46Bc_word_ron,EEG47Bc_word_lon,EEG47Bc_word_con,EEG47Bc_word_ron,EEG48Bc_word_lon,EEG48Bc_word_con,EEG48Bc_word_ron,EEG49Bc_word_lon,EEG49Bc_word_con,EEG49Bc_word_ron,EEG50Bc_word_lon,EEG50Bc_word_con,EEG50Bc_word_ron,EEG51Bc_word_lon,EEG51Bc_word_con,EEG51Bc_word_ron,EEG52Bc_word_lon,EEG52Bc_word_con,EEG52Bc_word_ron,EEG53Bc_word_lon,EEG53Bc_word_con,EEG53Bc_word_ron,EEG54Bc_word_lon,EEG54Bc_word_con,EEG54Bc_word_ron,EEG55Bc_word_lon,EEG55Bc_word_con,EEG55Bc_word_ron,EEG56Bc_word_lon,EEG56Bc_word_con,EEG56Bc_word_ron,EEG57Bc_word_lon,EEG57Bc_word_con,EEG57Bc_word_ron,EEG58Bc_word_lon,EEG58Bc_word_con,EEG58Bc_word_ron,EEG59Bc_word_lon,EEG59Bc_word_con,EEG59Bc_word_ron,EEG60Bc_word_lon,EEG60Bc_word_con,EEG60Bc_word_ron,EEG61Bc_word_lon,EEG61Bc_word_con,EEG61Bc_word_ron,EEG62Bc_word_lon,EEG62Bc_word_con,EEG62Bc_word_ron,EEG63Bc_word_lon,EEG63Bc_word_con,EEG63Bc_word_ron,EEG64Bc_word_lon,EEG64Bc_word_con,EEG64Bc_word_ron,EEG65Bc_word_lon,EEG65Bc_word_con,EEG65Bc_word_ron,EEG66Bc_word_lon,EEG66Bc_word_con,EEG66Bc_word_ron,EEG67Bc_word_lon,EEG67Bc_word_con,EEG67Bc_word_ron,EEG68Bc_word_lon,EEG68Bc_word_con,EEG68Bc_word_ron,EEG69Bc_word_lon,EEG69Bc_word_con,EEG69Bc_word_ron,EEG70Bc_word_lon,EEG70Bc_word_con,EEG70Bc_word_ron,EEG71Bc_word_lon,EEG71Bc_word_con,EEG71Bc_word_ron,EEG72Bc_word_lon,EEG72Bc_word_con,EEG72Bc_word_ron,EEG73Bc_word_lon,EEG73Bc_word_con,EEG73Bc_word_ron,EEG74Bc_word_lon,EEG74Bc_word_con,EEG74Bc_word_ron,EEG75Bc_word_lon,EEG75Bc_word_con,EEG75Bc_word_ron,EEG76Bc_word_lon,EEG76Bc_word_con,EEG76Bc_word_ron,EEG77Bc_word_lon,EEG77Bc_word_con,EEG77Bc_word_ron,EEG78Bc_word_lon,EEG78Bc_word_con,EEG78Bc_word_ron,EEG79Bc_word_lon,EEG79Bc_word_con,EEG79Bc_word_ron,EEG80Bc_word_lon,EEG80Bc_word_con,EEG80Bc_word_ron,EEG81Bc_word_lon,EEG81Bc_word_con,EEG81Bc_word_ron,EEG82Bc_word_lon,EEG82Bc_word_con,EEG82Bc_word_ron,EEG83Bc_word_lon,EEG83Bc_word_con,EEG83Bc_word_ron,EEG84Bc_word_lon,EEG84Bc_word_con,EEG84Bc_word_ron,EEG85Bc_word_lon,EEG85Bc_word_con,EEG85Bc_word_ron,EEG86Bc_word_lon,EEG86Bc_word_con,EEG86Bc_word_ron,EEG87Bc_word_lon,EEG87Bc_word_con,EEG87Bc_word_ron,EEG88Bc_word_lon,EEG88Bc_word_con,EEG88Bc_word_ron,EEG89Bc_word_lon,EEG89Bc_word_con,EEG89Bc_word_ron,EEG90Bc_word_lon,EEG90Bc_word_con,EEG90Bc_word_ron,EEG91Bc_word_lon,EEG91Bc_word_con,EEG91Bc_word_ron,EEG92Bc_word_lon,EEG92Bc_word_con,EEG92Bc_word_ron,EEG93Bc_word_lon,EEG93Bc_word_con,EEG93Bc_word_ron,EEG94Bc_word_lon,EEG94Bc_word_con,EEG94Bc_word_ron,EEG95Bc_word_lon,EEG95Bc_word_con,EEG95Bc_word_ron,EEG96Bc_word_lon,EEG96Bc_word_con,EEG96Bc_word_ron,EEG97Bc_word_lon,EEG97Bc_word_con,EEG97Bc_word_ron,EEG98Bc_word_lon,EEG98Bc_word_con,EEG98Bc_word_ron,EEG99Bc_word_lon,EEG99Bc_word_con,EEG99Bc_word_ron,EEG100Bc_word_lon,EEG100Bc_word_con,EEG100Bc_word_ron,EEG101Bc_word_lon,EEG101Bc_word_con,EEG101Bc_word_ron,EEG102Bc_word_lon,EEG102Bc_word_con,EEG102Bc_word_ron,EEG103Bc_word_lon,EEG103Bc_word_con,EEG103Bc_word_ron,EEG104Bc_word_lon,EEG104Bc_word_con,EEG104Bc_word_ron,EEG105Bc_word_lon,EEG105Bc_word_con,EEG105Bc_word_ron,EEG106Bc_word_lon,EEG106Bc_word_con,EEG106Bc_word_ron,EEG107Bc_word_lon,EEG107Bc_word_con,EEG107Bc_word_ron,EEG108Bc_word_lon,EEG108Bc_word_con,EEG108Bc_word_ron,EEG109Bc_word_lon,EEG109Bc_word_con,EEG109Bc_word_ron,EEG110Bc_word_lon,EEG110Bc_word_con,EEG110Bc_word_ron,EEG111Bc_word_lon,EEG111Bc_word_con,EEG111Bc_word_ron,EEG112Bc_word_lon,EEG112Bc_word_con,EEG112Bc_word_ron,EEG113Bc_word_lon,EEG113Bc_word_con,EEG113Bc_word_ron,EEG114Bc_word_lon,EEG114Bc_word_con,EEG114Bc_word_ron,EEG115Bc_word_lon,EEG115Bc_word_con,EEG115Bc_word_ron,EEG116Bc_word_lon,EEG116Bc_word_con,EEG116Bc_word_ron,EEG117Bc_word_lon,EEG117Bc_word_con,EEG117Bc_word_ron,EEG118Bc_word_lon,EEG118Bc_word_con,EEG118Bc_word_ron,EEG119Bc_word_lon,EEG119Bc_word_con,EEG119Bc_word_ron,EEG120Bc_word_lon,EEG120Bc_word_con,EEG120Bc_word_ron,EEG121Bc_word_lon,EEG121Bc_word_con,EEG121Bc_word_ron,EEG122Bc_word_lon,EEG122Bc_word_con,EEG122Bc_word_ron,EEG123Bc_word_lon,EEG123Bc_word_con,EEG123Bc_word_ron,EEG124Bc_word_lon,EEG124Bc_word_con,EEG124Bc_word_ron,EEG125Bc_word_lon,EEG125Bc_word_con,EEG125Bc_word_ron,EEG126Bc_word_lon,EEG126Bc_word_con,EEG126Bc_word_ron,EEG127Bc_word_lon,EEG127Bc_word_con,EEG127Bc_word_ron,EEG128Bc_word_lon,EEG128Bc_word_con,EEG128Bc_word_ron,CzBc_word_lon,CzBc_word_con,CzBc_word_ron,PLword_lexicalon,PRword_lexicalon,PLword_coloron,PRword_coloron,PLword_repeaton,PRword_repeaton,Pword_lexicalon,Pword_coloron,Pword_repeaton
03_word_20151222_103151_fil1,0.560843,-0.28805,2.157387,1.207551,-0.23681,2.085485,2.12482,-0.173309,1.417296,1.558264,0.223104,1.572798,1.619698,1.203566,1.642507,1.231671,1.325022,0.800693,0.89403,1.587598,0.576835,0.674188,-0.351393,2.175461,2.236567,1.227413,2.999034,2.327792,1.196682,2.392833,2.166865,1.834943,1.981638,1.294465,1.501179,1.237822,1.050551,2.431929,1.418229,3.675287,1.504021,3.631742,2.509575,3.801645,3.24546,2.497743,2.549978,2.152701,1.711682,1.49953,3.206125,2.959305,2.644073,3.245382,2.780712,3.289079,3.281959,1.670578,2.273939,1.853472,3.068348,3.533291,2.529667,3.52201,3.376601,2.548322,3.50658,3.50072,3.470895,1.688384,2.505563,2.230494,2.494705,5.593214,4.945775,3.309906,3.152668,3.228369,1.694604,2.697897,2.007849,1.231971,1.980029,1.656716,1.04123,1.347317,0.698396,0.839477,0.973246,-0.375709,1.165054,1.365683,0.924347,2.470992,3.313501,2.923863,0.936033,1.595285,0.892731,0.954996,1.271463,0.686272,0.285603,0.626661,-0.360725,0.380916,1.010895,0.155005,-0.063113,-0.019806,-0.682816,1.677312,2.243351,1.935216,-0.238783,0.463205,-0.545463,-0.186023,0.014286,-0.440902,-0.3507,0.081442,-0.646073,-0.515371,-0.981207,-1.007468,1.061747,1.067209,0.606572,0.444326,0.561703,-0.047265,-0.851606,-0.900587,-1.487691,-0.568208,-0.808768,-1.184715,-0.678404,-1.319647,-1.202224,0.588713,0.231855,-0.130978,0.255257,-0.100133,-0.575832,-1.992012,-2.437221,-2.626021,-0.944498,-1.578456,-1.774293,-1.255614,-1.399363,-1.77455,-0.498924,-0.509592,-1.170579,-0.925762,-0.569393,-1.338241,0.639274,0.636006,-0.163293,-0.607637,-1.060827,-1.435763,-0.833186,-1.783196,-1.751312,-1.133731,-1.486554,-1.200591,-0.207433,-1.360151,-1.997801,-1.906297,-1.136632,-1.748406,-0.925815,-0.79119,-1.481974,0.18015,-0.150054,-1.278154,-0.960742,-1.146705,-1.481639,-1.082655,-1.132209,-1.154103,-1.542319,-1.498464,-1.705666,-3.058531,-1.591673,-2.072949,-0.841468,-0.831926,-1.604824,-0.822823,-1.047532,-1.492463,-2.233919,-1.61703,-1.903696,-1.621399,-1.346563,-2.241571,-0.661595,-0.898074,-1.525909,0.078226,-0.41623,-1.240952,-0.497252,-0.804501,-1.616314,-0.437178,-0.859526,-1.675299,0.160498,-0.562339,-1.21957,0.629844,-0.218991,-1.577508,-0.145589,-0.2156,-1.506374,0.026149,-0.075012,-1.112428,0.082604,0.248046,-0.69425,0.318003,1.087896,-0.052479,-0.000756,-0.558862,-1.861139,-0.284795,-0.607139,-1.84903,-3.546698,-3.03731,-4.046371,-2.838266,-2.112216,-3.297239,-1.956638,-1.478266,-2.131979,-1.195467,-1.097181,-1.233049,-0.667866,-0.692153,-1.013284,-3.506855,-3.125827,-3.555787,-3.41718,-2.504289,-3.520607,-3.827874,-4.111925,-5.28254,-2.298194,-2.783963,-3.473313,-2.218078,-1.475722,-1.746788,-0.536752,-0.643335,-0.510294,-3.538175,-2.747544,-3.657088,-3.526581,-2.483499,-3.11399,-3.117181,-2.690408,-3.247053,-1.926943,-1.916434,-1.370104,-1.098097,-1.225204,-1.058948,-2.396113,-1.884301,-1.584682,-2.050804,-2.207686,-1.355972,-1.876127,-1.856482,-1.495029,-1.022362,-1.187553,-0.618742,-0.663771,-0.866438,-0.292218,-0.486303,-0.221407,0.285519,-0.316642,-0.225267,-0.186075,0.329433,1.661984,0.772448,-1.09688,-0.971908,0.17009,-1.249002,-2.252513,-0.649626,-0.632551,-0.657589,0.653948,0.343357,-0.393043,1.292039,0.532277,1.037349,2.474764,0.02109,0.040038,-0.04582,0.79679,0.515496,2.421544,0.700538,0.22942,2.146308,-0.172949,-0.575668,0.641168,0.176468,-0.196068,1.144386,0.705583,0.529148,1.918092,0.387585,0.388625,0.725427,0.187817,-0.09572,2.217901,0.00663,-0.041833,2.649149,0.269303,-0.205124,1.861667,-0.084845,-0.042655,1.09271,-0.413167,0.026619,0.292211,0.451074,0.423414,0.957728,-0.42699,-0.507542,1.43916,0.01487,-0.951331,2.073088,2.290367,2.337223,2.447556,2.281208,2.574069,2.311347,1.323972,1.573336,1.782462,-1.26332153846154,-2.78652638461539,-1.39317884615385,-2.47327607692308,-1.76303269230769,-3.03682315384615,-1.95734141666667,-1.93322746153846,-2.39992792307692
06_word_20160110_103225_fil,-0.116398,0.793572,0.041036,1.662065,1.281779,0.607935,1.901466,1.501058,0.560267,1.990208,1.390846,1.080377,2.472506,1.40823,1.451603,2.444592,1.538233,1.231873,2.383773,1.317009,1.292539,1.516369,1.960081,0.157992,1.702239,1.717263,0.298597,1.832486,1.668941,0.402054,1.750729,1.402213,1.32923,1.963755,1.09662,1.266436,2.002452,-0.018418,1.557502,1.714676,2.422013,-0.024013,1.437354,1.950918,-0.376239,1.702459,1.648407,0.515229,1.038794,1.816165,-0.360801,1.737459,1.127695,0.474843,1.530415,1.335046,0.766066,1.3112,1.059425,0.608249,1.670107,2.333183,-0.571336,1.609504,1.553832,-0.104505,0.922229,1.367399,-0.258758,1.379415,1.273739,0.189365,1.275788,2.345006,-0.67676,1.48978,0.856257,-1.618562,1.669761,0.885477,-0.360141,1.630995,1.035457,0.062373,1.664713,1.156995,0.100123,2.011331,0.903665,-0.258246,2.04004,1.218266,1.293625,0.307065,0.437656,-0.557591,0.252003,0.423632,-0.399103,1.035904,0.528336,-0.024045,1.038268,0.740952,-0.204905,1.537903,0.841206,0.673859,2.054086,1.344428,1.151268,-0.733915,0.400381,-0.156522,-0.256586,-0.767057,-0.882557,0.387631,0.558096,-0.445021,-0.221968,0.970144,-0.659522,1.105332,0.782821,-0.058731,0.206575,1.008781,-1.296259,0.087857,-1.915595,-1.188541,-1.64335,-0.964732,-1.163405,-0.106119,-1.152534,0.052287,0.429306,0.359215,-0.256273,-1.499717,2.035007,-0.048967,-1.025634,0.40051,-0.750804,-2.887527,-1.150538,-1.33199,-0.671059,-0.211921,-0.279017,0.664243,0.288507,0.524543,1.335655,1.137813,1.159572,1.838559,1.457216,1.407767,2.299548,1.61854,1.44406,-1.512258,-0.852445,-1.740415,-3.232081,-1.430051,-1.699703,-3.159615,-1.01532,-1.495313,-0.963695,0.156919,-0.374198,0.850206,0.61525,0.933707,1.197527,1.058427,1.405452,1.491475,1.480579,2.079655,-1.972155,-0.905939,-1.929773,-3.420174,-1.134507,-3.311978,-4.178916,-2.487871,-2.219174,0.247188,-0.4729,0.158183,1.271621,0.755165,1.671054,-2.412988,-1.414674,-1.35823,-5.76558,-3.400926,-4.953158,-3.287371,-2.253665,-1.796068,-0.256278,-0.033706,0.901098,1.280879,0.883974,1.911579,-2.439058,-2.275188,-0.929191,-3.489471,-2.70702,-2.063562,-1.130048,-1.242479,-0.162997,0.391221,0.769561,1.519524,1.215441,1.681283,1.910801,1.730677,1.351425,2.249249,1.877638,1.627215,2.130645,2.141134,1.311245,1.68256,-3.125509,-2.18722,-0.831191,-3.207325,-3.068371,-1.650786,-1.930389,-2.346826,-0.234957,-0.701876,-0.397709,0.855989,0.84862,0.173008,1.467022,1.604466,0.922781,1.964835,1.701332,0.883741,1.591532,-3.1631,-2.17405,-1.164608,-5.462991,-5.104694,-3.892264,-6.100726,-5.862568,-4.011786,-1.765027,-1.626502,-0.139678,0.054326,-0.062117,0.764794,0.909529,0.580222,1.665294,-3.588676,-3.363268,-2.001956,-5.234084,-5.260993,-4.08342,-6.100955,-5.539621,-4.047778,-1.918531,-2.121379,-0.235315,0.266537,-0.348522,1.059084,-2.448441,-2.262259,-0.823676,-3.060926,-3.667091,-1.930042,-3.50019,-3.455722,-1.845802,-0.943027,-1.523931,0.087197,0.959291,-0.03571,0.789972,1.838295,0.996893,1.546746,1.761959,0.880972,1.765499,2.09794,1.065221,1.462839,-0.213813,-0.223162,0.735186,-2.263099,-2.065959,-1.315796,0.073596,-1.009169,-0.037257,1.340077,0.707612,1.231733,1.767648,1.037259,1.545958,3.741617,1.750352,1.948095,-0.071703,0.045369,-0.030512,-1.335422,-0.360018,0.465521,0.1173,-0.627526,1.91259,0.857977,0.508265,1.21013,1.870502,0.557711,2.002556,2.410428,1.220587,1.476227,-0.428195,-1.566315,-0.201523,-0.856005,-0.123135,-0.379968,-0.573294,0.307617,-0.278146,-0.149699,0.082148,0.548732,1.502366,-0.194392,1.149699,2.325752,1.286645,1.020739,-0.64576,0.042307,-0.43222,-0.611808,-0.090802,-1.01415,-0.860559,0.215364,-0.841292,-1.140068,0.823374,-0.751641,2.270511,1.293911,1.486455,-2.84318792307692,-3.55882353846154,-1.57628307692308,-3.39459030769231,-1.79262730769231,-1.920828,-3.63365966666667,-2.48543669230769,-1.85672765384615
08_word_20160110_024334_fil,1.542072,-0.181778,0.364234,2.042138,1.975221,1.02979,2.721124,2.211631,1.942427,2.737994,2.560471,2.019872,3.481578,2.715889,2.89884,2.961304,2.320439,2.795382,1.151857,1.088241,1.493056,3.737961,2.423564,2.285398,3.814664,2.313682,2.331554,3.474997,2.609982,2.515337,3.527882,2.601696,3.084134,3.259017,2.548278,3.038495,1.596134,1.40479,1.768997,3.807225,2.332572,2.442732,3.499755,2.863591,2.951144,3.552052,2.592687,3.140812,3.4205,2.252691,2.554152,3.444992,2.642999,3.254733,3.194949,2.556261,3.235788,2.392595,1.757697,2.320606,3.557188,2.517906,3.037005,3.458488,2.584246,3.285927,2.907547,2.301601,2.844332,2.426419,1.735156,2.239409,3.4681,2.246228,2.913164,2.440182,1.967857,2.261027,2.035126,1.282281,1.887092,0.863866,0.814463,1.143934,0.721197,0.774354,1.133961,0.725338,0.725738,1.24296,-0.298365,0.243919,0.625718,1.07711,1.081195,1.271281,0.319435,0.844465,0.461168,0.30773,0.580209,0.756377,0.14735,0.284551,0.745032,-0.219414,0.314372,0.550716,-0.283234,0.480204,0.596622,-0.071415,0.422338,0.471722,-0.332924,0.167257,0.387029,-0.409042,0.269908,0.429092,-0.347151,0.382432,0.50604,-0.121234,0.295007,0.620981,-0.607353,0.093784,0.338257,-0.660945,0.146605,0.279203,-0.584051,0.048866,0.233467,-0.215292,0.310208,0.555106,-0.027164,0.386565,0.56587,-2.461126,-1.402641,-0.196831,-2.430972,-0.902921,-0.04354,-1.214219,-0.463805,-0.132692,-1.088059,-0.333652,-0.029337,-0.74127,-0.224725,0.177678,-0.111195,0.122779,0.843867,0.113845,0.430213,0.967132,0.885397,0.886839,1.592177,-1.297258,-0.634984,-0.070721,-1.926515,-0.842613,-0.856925,-1.526591,-0.414995,-0.705378,-1.030166,0.079351,-0.237688,-0.448121,0.320805,0.128743,-0.533473,0.212984,0.19218,-0.942644,0.052571,-0.564521,-2.380202,-1.649808,-1.219211,-1.850549,-1.126848,-1.273178,-1.472075,-0.212107,-0.571825,-1.6599,-0.303862,-0.68177,-1.105039,-0.236344,-0.269995,-3.688875,-1.920828,-1.847843,-3.024096,-1.144583,-1.573002,-1.81155,-0.352528,-0.823315,-1.418817,-0.234869,-0.811368,-1.185509,0.061204,-0.726275,-2.605686,-0.991698,-1.373433,-1.960532,-0.477556,-1.345915,-1.478676,-0.171234,-1.188138,-0.768669,-0.091621,-0.688045,-1.339161,-0.511603,-1.49986,-0.356995,-1.108099,-1.045708,0.401237,-0.729288,-0.513646,2.532971,1.878123,2.329921,-2.047043,-0.626267,-1.837262,-1.967227,-0.84759,-1.867421,-1.719864,-0.754272,-1.71854,-1.724683,-1.483993,-1.805363,-0.882987,-1.364995,-1.183544,-0.863965,-1.484462,-1.615298,0.689974,-0.151715,-0.440126,-2.502718,-1.597048,-2.523535,-2.578425,-2.574788,-2.606419,-1.863743,-2.510735,-2.257758,-1.695512,-2.159879,-2.140362,-1.738984,-2.012684,-2.508585,-0.17041,-1.120815,-1.371267,-2.622467,-4.090494,-2.93655,-3.450288,-3.164004,-3.855492,-3.043663,-2.949386,-3.459609,-2.076479,-2.293979,-2.73861,-1.047347,-1.708803,-2.078432,-3.028591,-2.911722,-3.380311,-2.553395,-2.663216,-3.347148,-2.237245,-2.448982,-3.110249,-0.828872,-1.625152,-2.069695,-0.077151,-0.970267,-1.31723,0.442138,-0.565901,-0.686584,0.500099,-0.578945,-0.611943,2.075877,1.414329,1.791032,-3.342482,-2.704046,-3.990705,-1.416884,-1.952703,-2.491302,0.152222,-0.873828,-0.998163,0.359121,-0.717114,-0.896246,0.45,-0.42621,-0.434925,2.962462,1.798971,2.086514,-2.441273,-1.675647,-1.994251,-0.780915,0.110571,-1.574617,-0.380009,-1.158823,-1.419077,0.313002,-0.573183,-0.679739,0.491582,-0.291739,-0.436231,2.360561,1.749838,1.434456,-2.369556,-1.918057,-0.435956,-1.491252,-1.136032,-1.209664,0.149616,-0.283452,-0.813983,0.363486,-0.76174,-0.794535,1.679323,0.739886,0.496631,2.276818,1.568609,1.208538,-0.143768,-0.452461,-0.825202,-0.126656,-0.8272,0.52528,-1.625193,-1.428901,-0.246239,-0.141026,0.005061,0.374202,1.524602,0.823333,1.679079,-2.011612,-2.38367853846154,-0.755529230769231,-2.31970069230769,-0.972475,-2.69298130769231,-1.98866341666667,-1.53761496153846,-1.83272815384615
09_word_20160110_043031_fil,-0.167583,1.062755,1.045638,1.017876,4.091341,3.751309,2.787033,4.062287,4.147006,1.981169,3.085865,2.372209,2.374722,2.836762,2.385044,2.553779,2.43167,2.297684,2.053806,1.172964,1.343103,3.000943,3.88106,5.329611,2.787033,4.062287,4.147006,2.612763,3.575059,2.340107,2.543118,2.799336,2.226627,2.54415,2.724509,2.361145,1.769899,1.345245,1.21629,3.2236,3.717736,4.55386,2.86345,3.862621,3.477382,2.650254,2.934423,2.468711,1.858492,3.777926,4.157121,3.229584,3.340603,3.091037,2.734009,2.653254,1.547546,1.88086,1.661211,1.257092,3.177937,5.000302,5.545179,3.95425,4.693075,3.129986,2.858885,3.059823,2.57411,2.078751,1.869804,1.482687,3.323832,4.278738,3.80273,1.73498,1.979032,2.046074,1.013779,3.147632,0.977219,1.138514,1.095238,0.782349,1.274812,0.278027,0.613437,1.397238,-0.049046,0.732103,2.101444,0.440073,2.09399,0.713911,1.742024,0.782708,1.073406,1.320145,0.544788,0.721791,0.800887,0.343657,0.726767,-0.173311,0.062114,1.513743,-0.001599,0.50495,2.100366,0.375708,1.304703,-0.253884,0.902994,-0.691173,0.606004,0.427115,0.183655,0.361392,-0.64377,-0.273932,0.913975,-0.364993,0.080492,1.163005,-0.070079,0.663309,-0.773881,1.280775,-1.69487,-0.855826,-0.190478,-1.697592,0.063356,-1.388664,-0.811558,0.135908,-0.98332,-0.585893,-0.024724,-0.957956,-0.652324,-1.393918,-0.079275,-0.914424,-1.06705,-0.346135,-1.525416,-1.253588,-2.292733,-1.865835,-0.496508,-1.672975,-1.3268,-0.287229,-1.27851,-1.014903,0.311661,-0.906138,-0.196101,1.276926,-0.112938,0.85625,2.210242,0.259479,2.250197,-0.652708,-1.64871,-1.189222,-1.849816,-2.29618,-2.395104,-4.887826,-5.61801,-5.874941,-2.228658,-2.421241,-2.428226,-0.849073,-1.354428,-1.104703,1.298312,0.076476,0.698013,0.327448,-0.724101,0.082192,-2.192691,-2.918121,-3.3857,-2.542559,-2.990786,-3.426916,-3.628871,-4.436977,-5.460267,-2.153741,-2.597522,-2.821369,-0.511319,-1.409089,-1.043299,-1.936693,-2.013557,-1.860322,-1.730883,-1.772984,-1.77927,-1.851295,-1.733025,-1.787593,-0.800187,-1.163094,-0.923078,-0.496859,-1.069237,-0.582364,-1.042172,-1.676278,-1.990375,-1.347829,-1.778922,-1.992861,-0.901555,-1.169034,-1.831972,-0.749235,-1.45029,-1.171299,-0.262693,-1.214247,-0.540432,0.917581,-0.941342,0.144353,0.418226,-1.236761,0.478325,2.242403,0.754202,2.437685,-2.226028,-2.435613,-2.280463,-1.961166,-2.294537,-2.271334,-2.641668,-3.36733,-2.879251,-2.093914,-2.430955,-2.273093,-0.61179,-1.638089,-0.700257,0.262323,-1.934478,0.353508,0.680547,-0.291979,0.867808,-2.915411,-2.696989,-3.550728,-3.288991,-3.151,-3.843297,-5.362222,-6.427192,-5.968456,-2.252458,-3.121046,-2.229673,-0.697101,-1.390478,-0.676774,-0.348085,-0.924823,-0.03251,-3.186219,-2.362805,-2.388983,-3.421389,-3.617099,-3.703294,-3.053138,-3.635949,-3.180193,-1.18692,-1.574419,-1.018005,-0.565228,-0.852982,-0.164386,-1.684345,-1.853086,-1.623678,-1.451369,-1.681357,-1.535905,-1.608005,-1.755202,-1.714588,-1.144093,-0.824516,-0.949229,-0.604035,-0.604809,-0.483419,-0.401028,-0.636563,-0.115765,0.627858,0.187845,0.987538,2.065558,1.116114,1.821404,-1.327128,-0.981932,-1.339352,-1.286536,-0.660966,-1.2955,-0.721767,0.465491,0.207471,-0.338796,1.131325,0.622135,0.286124,1.115398,0.951404,0.417471,1.587085,1.594593,-1.472524,-0.482118,-2.301434,0.059598,0.013324,1.940328,-0.327778,0.559925,0.733626,-0.603618,0.852972,-0.02311,0.074244,1.713559,1.299097,0.927926,2.209616,1.691612,-1.998534,-0.66944,-2.106649,-1.003368,0.809527,0.355673,-0.718895,1.01327,0.540469,-0.084597,1.365985,1.371425,0.811504,2.679198,2.085282,0.765864,2.207355,1.991841,-0.950524,0.046109,0.357456,-1.667348,-0.065594,-1.158895,-1.626083,-1.01529,-1.369597,-0.573457,0.589935,-0.467498,3.212063,0.612731,2.619776,-2.20358630769231,-2.68617653846154,-2.65741046153846,-2.95342669230769,-2.85144453846154,-2.85865176923077,-2.79499158333333,-2.80541857692308,-2.85504815384615
