File,EEG1Bc_sym_lon,EEG1Bc_sym_con,EEG1Bc_sym_ron,EEG2Bc_sym_lon,EEG2Bc_sym_con,EEG2Bc_sym_ron,EEG3Bc_sym_lon,EEG3Bc_sym_con,EEG3Bc_sym_ron,EEG4Bc_sym_lon,EEG4Bc_sym_con,EEG4Bc_sym_ron,EEG5Bc_sym_lon,EEG5Bc_sym_con,EEG5Bc_sym_ron,EEG6Bc_sym_lon,EEG6Bc_sym_con,EEG6Bc_sym_ron,EEG7Bc_sym_lon,EEG7Bc_sym_con,EEG7Bc_sym_ron,EEG8Bc_sym_lon,EEG8Bc_sym_con,EEG8Bc_sym_ron,EEG9Bc_sym_lon,EEG9Bc_sym_con,EEG9Bc_sym_ron,EEG10Bc_sym_lon,EEG10Bc_sym_con,EEG10Bc_sym_ron,EEG11Bc_sym_lon,EEG11Bc_sym_con,EEG11Bc_sym_ron,EEG12Bc_sym_lon,EEG12Bc_sym_con,EEG12Bc_sym_ron,EEG13Bc_sym_lon,EEG13Bc_sym_con,EEG13Bc_sym_ron,EEG14Bc_sym_lon,EEG14Bc_sym_con,EEG14Bc_sym_ron,EEG15Bc_sym_lon,EEG15Bc_sym_con,EEG15Bc_sym_ron,EEG16Bc_sym_lon,EEG16Bc_sym_con,EEG16Bc_sym_ron,EEG17Bc_sym_lon,EEG17Bc_sym_con,EEG17Bc_sym_ron,EEG18Bc_sym_lon,EEG18Bc_sym_con,EEG18Bc_sym_ron,EEG19Bc_sym_lon,EEG19Bc_sym_con,EEG19Bc_sym_ron,EEG20Bc_sym_lon,EEG20Bc_sym_con,EEG20Bc_sym_ron,EEG21Bc_sym_lon,EEG21Bc_sym_con,EEG21Bc_sym_ron,EEG22Bc_sym_lon,EEG22Bc_sym_con,EEG22Bc_sym_ron,EEG23Bc_sym_lon,EEG23Bc_sym_con,EEG23Bc_sym_ron,EEG24Bc_sym_lon,EEG24Bc_sym_con,EEG24Bc_sym_ron,EEG25Bc_sym_lon,EEG25Bc_sym_con,EEG25Bc_sym_ron,EEG26Bc_sym_lon,EEG26Bc_sym_con,EEG26Bc_sym_ron,EEG27Bc_sym_lon,EEG27Bc_sym_con,EEG27Bc_sym_ron,EEG28Bc_sym_lon,EEG28Bc_sym_con,EEG28Bc_sym_ron,EEG29Bc_sym_lon,EEG29Bc_sym_con,EEG29Bc_sym_ron,EEG30Bc_sym_lon,EEG30Bc_sym_con,EEG30Bc_sym_ron,EEG31Bc_sym_lon,EEG31Bc_sym_con,EEG31Bc_sym_ron,EEG32Bc_sym_lon,EEG32Bc_sym_con,EEG32Bc_sym_ron,EEG33Bc_sym_lon,EEG33Bc_sym_con,EEG33Bc_sym_ron,EEG34Bc_sym_lon,EEG34Bc_sym_con,EEG34Bc_sym_ron,EEG35Bc_sym_lon,EEG35Bc_sym_con,EEG35Bc_sym_ron,EEG36Bc_sym_lon,EEG36Bc_sym_con,EEG36Bc_sym_ron,EEG37Bc_sym_lon,EEG37Bc_sym_con,EEG37Bc_sym_ron,EEG38Bc_sym_lon,EEG38Bc_sym_con,EEG38Bc_sym_ron,EEG39Bc_sym_lon,EEG39Bc_sym_con,EEG39Bc_sym_ron,EEG40Bc_sym_lon,EEG40Bc_sym_con,EEG40Bc_sym_ron,EEG41Bc_sym_lon,EEG41Bc_sym_con,EEG41Bc_sym_ron,EEG42Bc_sym_lon,EEG42Bc_sym_con,EEG42Bc_sym_ron,EEG43Bc_sym_lon,EEG43Bc_sym_con,EEG43Bc_sym_ron,EEG44Bc_sym_lon,EEG44Bc_sym_con,EEG44Bc_sym_ron,EEG45Bc_sym_lon,EEG45Bc_sym_con,EEG45Bc_sym_ron,EEG46Bc_sym_lon,EEG46Bc_sym_con,EEG46Bc_sym_ron,EEG47Bc_sym_lon,EEG47Bc_sym_con,EEG47Bc_sym_ron,EEG48Bc_sym_lon,EEG48Bc_sym_con,EEG48Bc_sym_ron,EEG49Bc_sym_lon,EEG49Bc_sym_con,EEG49Bc_sym_ron,EEG50Bc_sym_lon,EEG50Bc_sym_con,EEG50Bc_sym_ron,EEG51Bc_sym_lon,EEG51Bc_sym_con,EEG51Bc_sym_ron,EEG52Bc_sym_lon,EEG52Bc_sym_con,EEG52Bc_sym_ron,EEG53Bc_sym_lon,EEG53Bc_sym_con,EEG53Bc_sym_ron,EEG54Bc_sym_lon,EEG54Bc_sym_con,EEG54Bc_sym_ron,EEG55Bc_sym_lon,EEG55Bc_sym_con,EEG55Bc_sym_ron,EEG56Bc_sym_lon,EEG56Bc_sym_con,EEG56Bc_sym_ron,EEG57Bc_sym_lon,EEG57Bc_sym_con,EEG57Bc_sym_ron,EEG58Bc_sym_lon,EEG58Bc_sym_con,EEG58Bc_sym_ron,EEG59Bc_sym_lon,EEG59Bc_sym_con,EEG59Bc_sym_ron,EEG60Bc_sym_lon,EEG60Bc_sym_con,EEG60Bc_sym_ron,EEG61Bc_sym_lon,EEG61Bc_sym_con,EEG61Bc_sym_ron,EEG62Bc_sym_lon,EEG62Bc_sym_con,EEG62Bc_sym_ron,EEG63Bc_sym_lon,EEG63Bc_sym_con,EEG63Bc_sym_ron,EEG64Bc_sym_lon,EEG64Bc_sym_con,EEG64Bc_sym_ron,EEG65Bc_sym_lon,EEG65Bc_sym_con,EEG65Bc_sym_ron,EEG66Bc_sym_lon,EEG66Bc_sym_con,EEG66Bc_sym_ron,EEG67Bc_sym_lon,EEG67Bc_sym_con,EEG67Bc_sym_ron,EEG68Bc_sym_lon,EEG68Bc_sym_con,EEG68Bc_sym_ron,EEG69Bc_sym_lon,EEG69Bc_sym_con,EEG69Bc_sym_ron,EEG70Bc_sym_lon,EEG70Bc_sym_con,EEG70Bc_sym_ron,EEG71Bc_sym_lon,EEG71Bc_sym_con,EEG71Bc_sym_ron,EEG72Bc_sym_lon,EEG72Bc_sym_con,EEG72Bc_sym_ron,EEG73Bc_sym_lon,EEG73Bc_sym_con,EEG73Bc_sym_ron,EEG74Bc_sym_lon,EEG74Bc_sym_con,EEG74Bc_sym_ron,EEG75Bc_sym_lon,EEG75Bc_sym_con,EEG75Bc_sym_ron,EEG76Bc_sym_lon,EEG76Bc_sym_con,EEG76Bc_sym_ron,EEG77Bc_sym_lon,EEG77Bc_sym_con,EEG77Bc_sym_ron,EEG78Bc_sym_lon,EEG78Bc_sym_con,EEG78Bc_sym_ron,EEG79Bc_sym_lon,EEG79Bc_sym_con,EEG79Bc_sym_ron,EEG80Bc_sym_lon,EEG80Bc_sym_con,EEG80Bc_sym_ron,EEG81Bc_sym_lon,EEG81Bc_sym_con,EEG81Bc_sym_ron,EEG82Bc_sym_lon,EEG82Bc_sym_con,EEG82Bc_sym_ron,EEG83Bc_sym_lon,EEG83Bc_sym_con,EEG83Bc_sym_ron,EEG84Bc_sym_lon,EEG84Bc_sym_con,EEG84Bc_sym_ron,EEG85Bc_sym_lon,EEG85Bc_sym_con,EEG85Bc_sym_ron,EEG86Bc_sym_lon,EEG86Bc_sym_con,EEG86Bc_sym_ron,EEG87Bc_sym_lon,EEG87Bc_sym_con,EEG87Bc_sym_ron,EEG88Bc_sym_lon,EEG88Bc_sym_con,EEG88Bc_sym_ron,EEG89Bc_sym_lon,EEG89Bc_sym_con,EEG89Bc_sym_ron,EEG90Bc_sym_lon,EEG90Bc_sym_con,EEG90Bc_sym_ron,EEG91Bc_sym_lon,EEG91Bc_sym_con,EEG91Bc_sym_ron,EEG92Bc_sym_lon,EEG92Bc_sym_con,EEG92Bc_sym_ron,EEG93Bc_sym_lon,EEG93Bc_sym_con,EEG93Bc_sym_ron,EEG94Bc_sym_lon,EEG94Bc_sym_con,EEG94Bc_sym_ron,EEG95Bc_sym_lon,EEG95Bc_sym_con,EEG95Bc_sym_ron,EEG96Bc_sym_lon,EEG96Bc_sym_con,EEG96Bc_sym_ron,EEG97Bc_sym_lon,EEG97Bc_sym_con,EEG97Bc_sym_ron,EEG98Bc_sym_lon,EEG98Bc_sym_con,EEG98Bc_sym_ron,EEG99Bc_sym_lon,EEG99Bc_sym_con,EEG99Bc_sym_ron,EEG100Bc_sym_lon,EEG100Bc_sym_con,EEG100Bc_sym_ron,EEG101Bc_sym_lon,EEG101Bc_sym_con,EEG101Bc_sym_ron,EEG102Bc_sym_lon,EEG102Bc_sym_con,EEG102Bc_sym_ron,EEG103Bc_sym_lon,EEG103Bc_sym_con,EEG103Bc_sym_ron,EEG104Bc_sym_lon,EEG104Bc_sym_con,EEG104Bc_sym_ron,EEG105Bc_sym_lon,EEG105Bc_sym_con,EEG105Bc_sym_ron,EEG106Bc_sym_lon,EEG106Bc_sym_con,EEG106Bc_sym_ron,EEG107Bc_sym_lon,EEG107Bc_sym_con,EEG107Bc_sym_ron,EEG108Bc_sym_lon,EEG108Bc_sym_con,EEG108Bc_sym_ron,EEG109Bc_sym_lon,EEG109Bc_sym_con,EEG109Bc_sym_ron,EEG110Bc_sym_lon,EEG110Bc_sym_con,EEG110Bc_sym_ron,EEG111Bc_sym_lon,EEG111Bc_sym_con,EEG111Bc_sym_ron,EEG112Bc_sym_lon,EEG112Bc_sym_con,EEG112Bc_sym_ron,EEG113Bc_sym_lon,EEG113Bc_sym_con,EEG113Bc_sym_ron,EEG114Bc_sym_lon,EEG114Bc_sym_con,EEG114Bc_sym_ron,EEG115Bc_sym_lon,EEG115Bc_sym_con,EEG115Bc_sym_ron,EEG116Bc_sym_lon,EEG116Bc_sym_con,EEG116Bc_sym_ron,EEG117Bc_sym_lon,EEG117Bc_sym_con,EEG117Bc_sym_ron,EEG118Bc_sym_lon,EEG118Bc_sym_con,EEG118Bc_sym_ron,EEG119Bc_sym_lon,EEG119Bc_sym_con,EEG119Bc_sym_ron,EEG120Bc_sym_lon,EEG120Bc_sym_con,EEG120Bc_sym_ron,EEG121Bc_sym_lon,EEG121Bc_sym_con,EEG121Bc_sym_ron,EEG122Bc_sym_lon,EEG122Bc_sym_con,EEG122Bc_sym_ron,EEG123Bc_sym_lon,EEG123Bc_sym_con,EEG123Bc_sym_ron,EEG124Bc_sym_lon,EEG124Bc_sym_con,EEG124Bc_sym_ron,EEG125Bc_sym_lon,EEG125Bc_sym_con,EEG125Bc_sym_ron,EEG126Bc_sym_lon,EEG126Bc_sym_con,EEG126Bc_sym_ron,EEG127Bc_sym_lon,EEG127Bc_sym_con,EEG127Bc_sym_ron,EEG128Bc_sym_lon,EEG128Bc_sym_con,EEG128Bc_sym_ron,CzBc_sym_lon,CzBc_sym_con,CzBc_sym_ron,PLsymbol_lexicalon,PRsymbol_lexicalon,PLsymbol_coloron,PRsymbol_coloron,PLsymbol_repeaton,PRsymbol_repeaton,Psymbol_lexicalon,Psymbol_coloron,Psymbol_repeaton
03_word_20151222_103151_fil1,1.278111,1.185433,-0.005679,1.576067,1.863991,0.068471,0.998784,1.298514,1.360857,0.960271,1.021445,1.088053,0.071787,-0.150127,0.985128,1.054289,0.488985,1.041758,0.982968,0.48801,1.124117,2.534123,2.979079,-1.636575,2.270121,3.067974,-0.641342,1.946351,2.210396,0.196952,1.79739,1.009128,1.188448,0.438565,0.013344,1.279903,1.33212,0.302613,0.920135,3.165064,5.331379,-1.036582,2.961569,3.172677,0.705138,2.246519,1.649068,0.975872,3.077566,4.675307,-1.618941,3.0051,2.408489,0.972759,1.573307,2.173895,0.679573,0.916419,0.577639,0.935398,2.129725,4.798421,-1.139058,2.889996,3.730804,-0.682451,1.516908,2.606039,0.408065,0.875754,0.785933,0.593969,1.97147,3.670889,-0.709051,1.625785,1.780165,0.4448,0.386764,0.865684,0.734904,0.652596,-0.00067,0.840352,0.662083,0.256962,1.061546,0.319424,0.408754,0.11784,0.855787,0.885223,2.212603,0.701894,1.605712,1.503132,0.190877,0.26391,0.077036,-0.001295,-0.108702,0.113928,0.029167,0.360537,0.494608,-0.000337,0.753399,0.549873,-0.120089,-0.021978,1.134164,-0.024758,0.718119,0.45558,-0.278951,-0.24545,-0.330237,-0.417756,-0.260339,0.062492,-0.331242,-0.354553,0.238835,-0.639742,-0.079231,0.356826,-0.563491,0.440245,0.783008,-0.401628,0.141195,0.029814,-0.936448,-0.824621,-0.695036,-0.689259,-0.397334,-0.015509,-0.862836,-0.444578,0.157747,-0.76097,0.793431,1.154647,-0.732287,0.211759,0.5365,-0.981227,-1.265854,-0.207417,-1.138846,-0.892554,0.087389,-1.043822,-0.52332,0.169854,-0.380775,-0.76959,0.276508,-0.203535,-1.011398,0.256458,0.72003,-0.084691,0.67833,-0.787065,-0.354739,0.082962,-0.473884,-0.761333,-0.138542,-1.176989,-0.552115,0.145921,-0.882766,-1.190544,-0.309736,-0.956647,-1.794863,-0.711926,-0.319085,-0.998631,-0.475412,0.054474,-0.462096,-0.1247,-1.096426,-1.090785,0.120254,-1.467371,-0.8245,0.141979,-1.076316,-1.476812,-0.521181,-1.163378,-2.218838,-1.392115,-0.460411,-1.058388,-0.523384,-0.737153,-1.067405,-0.257035,-0.973522,-2.302928,-1.255379,-0.968087,-1.539961,-0.917952,-0.381572,-1.021317,-0.536682,-0.059079,-0.555683,-0.164546,-0.289907,-0.879511,-0.528472,-0.350949,-0.863575,-0.636927,-0.526762,-0.612883,-0.870526,-0.521187,-0.89638,-0.537951,-0.220774,-0.618419,-0.39002,-0.069725,-0.361493,-0.199507,0.239367,-0.250735,0.009804,0.837115,0.125727,0.68798,-0.604308,-0.589757,-0.986307,-0.707128,-0.770622,-0.978111,-2.231547,-2.154306,-1.729968,-1.465978,-1.283149,-1.584419,-1.088211,-0.728679,-0.757996,-0.417979,-0.385299,-0.071072,-0.361754,-0.3753,0.085228,-1.362593,-0.916747,-1.185922,-1.691648,-1.533786,-1.54441,-2.351669,-2.42943,-2.446737,-1.238297,-1.828941,-0.980487,-0.936062,-1.905648,-0.767015,-0.552652,-0.345346,0.192357,-1.860635,-1.654462,-1.397632,-1.879596,-1.240437,-1.727881,-1.682451,-1.438528,-1.599094,-1.120968,-1.10772,-1.003358,-0.648066,-0.842438,-0.425701,-0.995828,-1.060342,-0.969051,-0.709939,-1.029408,-1.073141,-0.791825,-1.18541,-0.993539,-0.225987,-1.029605,-0.376891,-0.068575,-0.85855,-0.066906,0.603587,-0.623272,0.473536,-0.408916,-0.295308,0.135022,1.066445,0.430241,1.125711,-0.309393,-0.69062,-0.499525,-0.642366,-0.863237,-0.542205,-0.365788,-0.393165,-0.218632,-0.104375,-0.423638,0.26695,-0.320046,0.01762,1.52667,-0.270265,-0.231437,0.475076,0.456609,-0.470644,0.024008,0.630579,1.036962,0.524123,-0.164086,-0.362459,0.048123,0.106972,-0.262161,0.328076,-0.072628,-0.206077,0.834787,-0.128383,-0.306597,0.950725,-0.308023,-1.09847,0.609657,0.615114,-0.143179,-0.004291,0.627108,0.759792,-0.511795,0.228274,0.229266,0.074333,0.157164,0.005406,1.054231,0.024628,-0.157693,1.063271,0.545525,0.674194,-0.045276,-1.148135,-0.994175,0.468466,-0.603703,0.686069,2.50245,-0.599564,0.445138,0.692155,1.843335,0.78731,1.602136,-0.895228846153846,-1.45916415384615,-1.233397,-1.42504369230769,-0.442815538461538,-1.40079938461538,-1.2260275,-1.26860933333333,-0.809154583333333
06_word_20160110_103225_fil,-0.274976,0.704466,1.558571,0.290965,1.138459,0.732106,0.598214,1.122556,1.262735,0.450244,1.596306,1.036149,0.04523,0.941545,-0.298044,0.206827,0.837281,-0.368302,0.516022,0.690077,-0.605416,1.147633,0.706313,1.866239,1.370032,0.986342,0.801103,0.722001,1.320496,1.238277,0.550606,0.429344,1.003514,0.390165,0.708704,-0.276483,1.033255,0.651758,-1.061569,1.603242,1.62611,2.040394,1.496221,0.81909,1.38895,0.397072,0.827433,0.902243,1.647952,1.291886,2.284704,0.85831,0.431712,0.530333,0.712693,0.40483,0.283905,-0.000572,0.134539,-0.124173,1.828274,0.757045,2.018365,1.047995,0.335874,0.990697,0.61472,-0.765507,0.567283,0.325325,0.188677,0.026052,1.913937,0.887426,2.088035,1.426133,-0.737068,0.711838,0.313066,-0.457398,0.261927,2.204801,0.070831,0.221122,0.141093,0.051996,-0.433824,0.123561,0.436819,-0.387271,0.34315,0.377925,-0.21945,0.853165,0.032084,1.411676,0.394452,0.231681,1.087297,0.56472,0.185947,1.053185,-1.013855,0.126215,-0.45795,-0.556253,-0.163474,-0.632195,0.971479,0.509713,-0.556668,0.544498,0.509626,1.834602,0.365184,-0.778847,0.051424,0.747958,-0.043826,0.122273,0.55809,-0.463637,-0.481948,0.066054,0.503699,-0.587325,0.518317,0.830624,1.577851,1.748822,-1.529878,1.917879,-0.296122,-0.925211,0.458594,-0.002075,-1.495951,0.138463,0.080216,-0.148189,-0.699878,-1.102541,0.277968,1.605686,1.356981,1.508202,1.9242,-0.351014,-1.084617,-0.956223,0.074399,-0.597203,-0.902853,0.357908,0.069025,-0.550833,0.378845,0.279746,0.038476,0.763442,0.600022,0.043442,0.634141,0.552889,0.177411,0.614002,-0.056086,0.963285,-0.351767,-1.845084,-0.404143,-0.847297,-1.134036,-1.402679,-0.347185,-0.479129,-0.726999,0.43604,0.153491,-0.474898,1.409596,1.143517,-0.463985,0.467555,0.297243,-0.219752,0.302916,0.543094,0.689667,0.265892,-0.346291,-1.612337,-0.8232,-1.895998,-2.306676,-0.420934,-1.020655,-0.690384,0.850486,0.580841,-0.493505,-1.247882,-0.256855,0.125556,-1.366382,-0.874162,-3.58934,-0.921198,-1.475209,-2.031934,0.541479,0.064755,-0.512622,0.608346,0.843285,0.408338,-1.019968,-0.336483,0.986211,-1.381266,-1.366009,-1.626874,-0.034684,-0.214208,-0.850652,1.815977,1.054277,0.14678,0.700874,0.953843,0.357614,1.012513,0.952643,0.643279,0.800059,0.737018,0.524557,0.381318,0.45046,0.186634,-1.189931,0.577543,-0.301661,-1.751439,-1.267258,-1.671934,-0.726582,-0.961121,-1.44645,-0.138829,-0.09962,-1.226261,0.084103,0.208801,-0.46123,0.493395,0.623214,1.928414,0.173775,0.27718,0.093104,-0.807748,-0.47757,-0.837205,-3.209956,-3.554328,-3.665774,-3.798089,-4.120382,-4.35708,-0.41056,-1.86483,-1.513927,-0.542615,-0.284046,-0.60551,0.240353,0.393789,-0.101713,-1.60314,-1.472716,-0.97176,-3.94895,-4.4907,-3.837716,-4.511238,-4.812276,-4.955823,-1.801703,-1.551718,-1.600204,-0.523877,-0.511715,-1.002625,-1.666833,-0.504948,-0.413239,-2.185266,-2.694312,-1.319025,-2.368794,-3.319132,-2.442264,-1.19066,-1.157926,-0.762701,0.136732,0.000154,0.060121,0.856738,-0.046995,-0.265356,0.034009,0.093597,0.38306,-0.283846,0.22078,-0.093499,-0.983729,1.140717,0.748556,-1.885221,-1.108931,-1.684968,-0.513274,-0.367078,-0.121285,-0.196841,0.279675,0.698584,-0.228496,0.418424,0.449913,0.742967,2.608236,-0.595965,-0.00104,0.963791,1.756473,-0.109156,1.171827,1.387963,-0.304365,-0.291616,0.43261,-0.44126,0.325433,0.95471,-0.125273,0.494539,0.488143,-0.193306,1.123993,0.461645,1.086651,1.459201,1.687938,0.055945,0.88917,1.565061,0.131899,1.151048,1.655212,-0.236352,0.513754,0.947341,0.105272,0.706709,0.402521,-0.484781,1.389864,0.673015,0.255532,0.910512,1.609352,0.589175,1.0029,1.376379,-0.009154,1.045214,0.055285,0.240466,0.992422,1.158042,0.131142,0.633383,0.069366,-0.654560384615385,-2.08672492307692,-0.890110307692308,-2.27993792307692,-1.04201192307692,-2.20449676923077,-1.639789,-2.34056558333333,-2.15290766666667
08_word_20160110_024334_fil,1.649235,0.649812,1.535283,2.177648,2.343407,2.370152,2.652342,2.922937,2.598672,2.963109,3.203699,3.04167,3.588976,4.072914,3.728359,3.096326,3.274919,3.1215,1.441938,1.295021,1.370203,3.954699,3.994489,4.182506,4.162687,4.303237,4.040477,3.494304,3.786199,3.808135,3.528049,4.09866,3.79027,3.219322,3.69922,3.421284,1.698507,1.615076,1.796555,3.264544,5.040564,3.678611,3.716498,4.249932,3.87629,3.555744,4.105384,3.821375,3.772491,4.189966,4.032008,3.469773,3.979755,3.626044,3.287255,3.664776,3.393485,2.581063,2.56897,2.543168,3.695574,4.443099,3.976894,3.447307,4.030047,3.590905,3.116749,3.183199,3.232244,2.617571,2.471324,2.537616,3.055026,4.32915,3.344824,2.698918,2.763843,2.562351,2.085267,1.756287,2.199039,1.056547,0.818155,1.127773,0.881896,0.841814,1.009653,0.882578,0.721135,0.802053,0.115905,-0.085245,0.307652,1.491281,1.52515,1.921733,0.561218,0.352867,0.738429,0.582917,0.37216,0.646407,0.412158,0.189225,0.483987,0.066373,-0.207617,0.299031,-0.012554,-0.063618,0.238073,0.325189,0.316768,0.950089,-0.121628,-0.252625,0.171324,-0.1218,-0.266638,0.030434,-0.110775,-0.331947,0.189155,0.178675,-0.28101,0.427084,-0.275477,0.184461,0.742109,-0.298392,-0.1072,0.445012,-0.265691,-0.463939,-0.053315,0.022527,-0.199626,0.077405,0.291005,-0.232741,0.294538,-0.423057,-0.976777,0.318933,-0.59608,-0.432026,0.202689,-0.76268,-0.749042,-0.427954,-0.696541,-0.632889,-0.360603,-0.58103,-0.492991,-0.291777,-0.035296,-0.083626,0.064049,0.095266,-0.094188,0.255167,0.602519,0.443292,0.636129,-0.894607,-0.865331,-0.449136,-1.286202,-1.296353,-0.864086,-1.165757,-1.012616,-0.988689,-0.805661,-0.408906,-0.868561,-0.428478,-0.205715,-0.671002,-0.282955,-0.258454,-0.935455,-1.290945,-1.420231,-2.338611,-1.936523,-1.572123,-0.971878,-2.218647,-1.56233,-1.806241,-1.244121,-0.741384,-1.473991,-1.475966,-0.864519,-1.638048,-1.349546,-1.005983,-1.950121,-2.896976,-1.445596,-2.64193,-2.434399,-1.942443,-2.629661,-1.793226,-1.540954,-2.386914,-1.746295,-1.598773,-2.608433,-1.558147,-1.449276,-2.639335,-2.357657,-1.929095,-3.193254,-2.402534,-1.577991,-3.193623,-1.951129,-1.699198,-2.664759,-1.648505,-1.909437,-2.495007,-2.090294,-1.937395,-2.854089,-1.025751,-2.044613,-1.740031,-0.414677,-0.583032,-1.07932,2.391291,2.139856,1.709754,-2.677777,-2.055612,-3.348636,-2.613016,-2.232097,-3.069143,-2.467116,-2.310471,-3.038013,-2.319215,-3.193912,-2.973956,-1.376692,-2.36843,-1.715816,-1.532425,-1.380262,-1.752242,0.181747,0.000157,-0.163953,-3.130667,-2.765926,-3.41737,-2.570022,-4.120677,-3.295474,-2.115165,-3.862733,-2.719263,-2.275248,-3.096353,-2.50315,-2.21015,-2.246089,-2.388838,-0.855414,-0.851963,-1.123038,-2.480254,-4.763154,-2.93902,-3.911895,-3.98524,-3.796736,-3.534054,-3.722005,-3.395543,-2.400788,-2.406006,-2.547757,-1.755648,-1.600625,-1.774123,-3.329591,-3.171675,-3.177557,-3.150559,-2.972645,-2.790981,-2.854101,-2.763008,-2.785947,-1.697353,-1.502596,-1.61984,-0.715092,-0.69538,-0.803699,-0.220753,-0.474368,-0.285542,0.114783,-0.284542,-0.081535,2.000387,1.901757,1.82775,-3.595456,-3.724855,-3.634526,-2.152257,-1.961118,-1.970652,-0.485206,-0.602288,-0.526508,-0.307451,-0.602871,-0.345168,0.210106,-0.213164,0.122589,2.586092,2.668691,2.516042,-2.052892,-1.464426,-1.734825,-0.010927,-0.282086,-1.020154,-0.952214,-1.020098,-0.850276,-0.109351,-0.295742,-0.135857,0.375258,-0.030073,0.460364,2.316913,2.266277,2.113154,-1.361639,-0.149262,-0.688497,-1.35743,-1.053788,-0.312923,0.069227,-0.328126,0.3643,-0.154726,-0.306873,-0.015433,1.253672,1.372567,1.448238,2.030843,2.044716,1.990967,-0.32343,-0.28772,0.531431,1.222779,0.781689,1.917886,1.390441,-1.082158,1.216967,0.355464,0.079284,1.139545,1.336386,1.345677,1.111832,-1.75233453846154,-2.82699253846154,-1.28025784615385,-3.30460738461538,-1.77575615384615,-3.06939638461538,-2.11034083333333,-2.18105125,-2.03509516666667
